ticker-view,name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
[object Object],INTC,Intel Corporation,NASDAQ,120.39,USD,1.60,9.66,77.22,174.31,259.28,218.76,480.78,113.39,294.74,298424.67,7.48,7.49,117.19,95.31,76.46,61.15,47.18,68.48,3,SIDEWAYS,NEUTRAL
[object Object],MDLZ,"Mondelez International, Inc. Class A",NASDAQ,61.87,USD,0.60,0.50,10.13,5.51,11.02,14.70,-4.82,-2.25,41.97,200.20,1.99,2.04,61.42,59.76,58.85,58.42,58.93,60.83,3,SIDEWAYS,NEUTRAL
[object Object],BKR,Baker Hughes Company Class A,NASDAQ,65.86,USD,0.09,1.93,8.02,6.17,37.29,44.05,80.14,158.07,109.50,405.16,2.72,2.86,65.41,64.95,63.23,59.98,53.39,53.22,3,SIDEWAYS,NEUTRAL
[object Object],MCHP,Microchip Technology Incorporated,NASDAQ,94.39,USD,3.61,0.31,14.46,23.75,92.41,44.64,59.32,25.68,284.89,26366.09,4.17,4.43,94.84,89.87,80.05,76.91,69.93,57.84,3,SIDEWAYS,NEUTRAL
[object Object],NVDA,NVIDIA Corporation,NASDAQ,216.78,USD,-1.24,-5.65,7.86,16.19,19.61,14.19,63.94,1329.59,19420.94,495394.88,3.59,3.73,222.98,209.78,196.84,191.22,187.04,55.05,2,SIDEWAYS,NEUTRAL
[object Object],GOOG,Alphabet Inc. Class C,NASDAQ,382.30,USD,-0.31,-2.78,14.16,25.43,28.78,20.38,120.54,223.16,988.62,1249.76,2.52,2.51,388.88,366.29,338.90,329.19,296.04,59.89,2,SIDEWAYS,NEUTRAL
[object Object],GOOGL,Alphabet Inc. Class A,NASDAQ,385.90,USD,-0.45,-2.63,14.50,26.81,30.19,21.77,124.56,233.05,972.17,15319.60,2.60,2.56,392.35,369.13,341.20,330.19,296.21,59.99,2,SIDEWAYS,NEUTRAL
[object Object],AAPL,Apple Inc.,NASDAQ,309.21,USD,1.38,3.80,15.45,19.40,16.27,13.57,54.06,141.91,1172.21,240815.32,1.69,1.94,299.81,282.08,270.56,266.86,261.55,78.58,2,SIDEWAYS,OVERBOUGHT
[object Object],AMZN,"Amazon.com, Inc.",NASDAQ,267.67,USD,-0.29,1.97,6.03,30.72,23.72,15.70,32.92,64.72,666.95,219528.47,2.29,2.52,266.16,261.79,241.95,232.88,230.56,59.73,2,SIDEWAYS,NEUTRAL
[object Object],AVGO,Broadcom Inc.,NASDAQ,413.75,USD,-0.20,-4.40,1.66,24.49,19.87,17.28,81.20,803.40,2684.32,24975.76,2.63,3.45,420.74,413.69,377.03,355.32,349.84,52.88,2,SIDEWAYS,NEUTRAL
[object Object],WMT,Walmart Inc.,NASDAQ,120.35,USD,-0.81,-9.98,-7.42,-2.15,11.46,8.01,24.67,153.34,418.39,684577.44,2.75,2.23,129.34,128.94,126.99,124.64,114.78,33.98,2,SIDEWAYS,NEUTRAL
[object Object],MU,"Micron Technology, Inc.",NASDAQ,766.44,USD,0.57,4.62,65.56,84.60,274.73,159.70,703.31,837.31,6676.66,54161.24,7.63,6.69,750.70,600.49,519.32,452.26,322.63,67.28,2,SIDEWAYS,NEUTRAL
[object Object],AMD,"Advanced Micro Devices, Inc.",NASDAQ,469.26,USD,4.38,8.29,61.14,134.50,124.74,114.37,319.36,497.41,11373.47,102283.60,6.02,5.88,442.79,365.08,303.22,259.89,230.89,72.83,2,SIDEWAYS,OVERBOUGHT
