name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
AVOL,Avolta AG,SIX,44.04,CHF,-0.45,1.76,-14.90,-10.12,-0.63,-6.58,-0.41,-21.91,-64.31,-39.81,2.73,3.13,44.09,47.68,47.23,47.83,45.95,40.51,2,SIDEWAYS,NEUTRAL
ELISA,Elisa Oyj Class A,OMXHEX,40.72,EUR,-0.63,-1.59,-2.63,-4.41,5.38,7.84,-9.23,-15.24,26.07,198.32,1.46,1.74,40.95,41.30,42.14,40.62,41.65,43.47,2,SIDEWAYS,NEUTRAL
SB1NO,SPAREBANK 1 SOR-NORGE ASA,OSL,185.80,NOK,-0.54,-5.78,-15.16,-7.10,5.57,-6.16,4.97,36.62,36.62,36.62,2.63,1.91,193.48,205.83,205.70,201.83,189.60,25.95,2,SIDEWAYS,OVERSOLD
CPR,Davide Campari-Milano N.V.,MIL,5.40,EUR,1.31,-9.93,-19.37,-19.34,-6.99,-2.45,-7.31,-46.65,27.00,597.29,2.16,2.31,5.83,6.21,6.18,6.11,6.01,31.12,2,SIDEWAYS,NEUTRAL
FRA,Fraport AG,XETR,67.95,EUR,1.27,-4.36,-11.29,-16.52,-12.55,-2.93,18.17,12.72,31.99,157.39,1.89,3.40,69.16,72.92,73.71,75.26,74.34,40.52,2,SIDEWAYS,NEUTRAL
COV,Covivio SA,EURONEXT,54.15,EUR,0.37,-5.25,-5.08,-0.18,-3.22,-4.33,10.87,-29.34,-34.71,-57.17,2.05,2.25,55.34,56.07,55.61,55.58,55.96,41.64,2,SIDEWAYS,NEUTRAL
KGX,KION GROUP AG,XETR,45.78,EUR,1.22,-6.38,1.28,-29.57,-26.46,-33.36,6.51,-46.64,-2.14,90.66,2.41,3.85,46.17,45.28,46.13,55.15,56.93,48.69,2,SIDEWAYS,NEUTRAL
HER,Hera S.p.A.,MIL,3.92,EUR,1.56,-3.02,-6.49,-8.42,-3.59,-2.30,-3.31,14.84,52.61,216.71,1.68,1.93,3.92,4.05,4.04,4.11,3.98,42.55,2,SIDEWAYS,NEUTRAL
KGF,Kingfisher Plc,LSE,283.85,GBX,0.66,-2.19,-7.15,-20.13,-7.60,-9.89,-7.96,-22.19,-19.95,25.81,2.37,2.69,285.12,292.49,298.48,316.68,302.40,43.29,2,SIDEWAYS,NEUTRAL
GRF,"Grifols, S.A. Class A",BME,9.13,EUR,3.77,-0.20,1.24,-15.76,-16.14,-16.10,2.15,-60.97,-49.38,266.01,3.11,2.48,8.97,9.09,9.18,10.09,10.87,51.36,2,SIDEWAYS,NEUTRAL
AXFO,Axfood AB,OMXSTO,270.60,SEK,-1.28,-3.50,-15.07,-18.52,1.16,-6.98,2.11,22.60,89.12,1405.66,1.72,1.89,278.89,302.34,309.50,308.76,297.01,23.77,2,SIDEWAYS,OVERSOLD
EVD,CTS Eventim AG & Co. KGaA,XETR,55.60,EUR,3.25,-0.36,2.87,-17.20,-30.63,-29.26,-48.85,2.62,81.52,10490.48,2.65,3.17,55.22,55.42,59.15,65.76,74.98,46.22,2,SIDEWAYS,NEUTRAL
LMP,LondonMetric Property Plc,LSE,185.60,GBX,0.38,-3.18,-2.52,-10.51,-3.33,-2.26,-1.17,-17.51,14.50,63.52,1.75,2.06,187.81,189.70,190.73,195.51,191.13,43.08,2,SIDEWAYS,NEUTRAL
LAND,Land Securities Group PLC,LSE,577.50,GBX,1.23,-3.99,-1.37,-11.49,-9.06,-7.08,-2.37,-19.52,-49.21,47.60,2.66,2.48,583.15,588.53,584.63,613.56,602.49,46.21,2,SIDEWAYS,NEUTRAL
BRBY,Burberry Group plc,LSE,1095.00,GBX,-5.81,-9.88,-4.50,-7.59,-11.16,-14.82,21.53,-46.38,-3.69,386.67,4.08,3.74,1172.38,1152.66,1113.73,1168.09,1185.63,41.24,2,SIDEWAYS,NEUTRAL
CTEC,ConvaTec Group Plc,LSE,208.60,GBX,0.97,-2.16,-9.78,-7.04,-15.20,-14.37,-20.80,-7.78,-7.29,-7.29,2.48,2.60,207.88,220.36,224.93,230.36,233.06,40.57,2,SIDEWAYS,NEUTRAL
BBOX,Tritax Big Box REIT PLC,LSE,147.80,GBX,-0.14,-3.52,-0.54,-13.06,-2.12,-1.40,5.35,-22.78,13.66,51.27,2.34,2.43,150.21,151.05,151.59,156.98,150.74,42.84,2,SIDEWAYS,NEUTRAL
RMS,Hermes International SCA,EURONEXT,1593.50,EUR,0.70,-5.79,-9.84,-26.43,-26.23,-24.66,-38.78,48.65,400.79,19919.05,2.13,3.24,1619.60,1662.40,1717.44,1911.25,2012.83,41.61,1,DOWN,NEUTRAL
ULVR,Unilever PLC,LSE,4244.00,GBX,0.21,-3.04,-0.60,-20.52,-16.74,-12.52,-17.18,-10.52,20.20,425.58,1.79,1.76,4285.75,4257.52,4460.13,4740.50,4917.88,44.83,1,DOWN,NEUTRAL
PRX,Prosus N.V. Class N,EURONEXT,39.34,EUR,-1.69,-7.22,-5.17,-9.51,-35.21,-26.85,-14.76,1.06,12.82,12.82,3.58,2.94,40.61,41.29,41.75,45.43,50.67,40.68,1,DOWN,NEUTRAL
BMW,Bayerische Motoren Werke AG,XETR,76.90,EUR,-4.71,-6.47,-9.42,-12.57,-13.11,-17.44,-8.45,-8.27,2.86,1099.37,1.84,2.33,79.53,80.59,80.10,84.98,85.61,40.14,1,DOWN,NEUTRAL
HO,Thales SA,EURONEXT,223.60,EUR,-0.04,-7.45,-15.94,-9.25,-7.64,-2.36,-6.64,158.86,192.48,705.77,2.77,2.85,230.65,247.00,246.73,249.29,244.91,33.39,1,DOWN,NEUTRAL
SREN,Swiss Re AG,SIX,119.45,CHF,-0.29,-5.57,-11.19,-7.30,-18.71,-8.96,-17.93,38.09,38.90,142.74,2.42,1.93,123.99,128.80,129.01,128.47,136.62,32.40,1,DOWN,NEUTRAL
ASSA_B,ASSA ABLOY AB Class B,OMXSTO,339.50,SEK,-1.25,-4.23,-5.98,-12.52,-4.04,-5.22,9.73,36.62,106.51,753.39,2.27,2.10,351.07,357.83,353.46,361.24,351.12,36.06,1,DOWN,NEUTRAL
HLN,Haleon PLC,LSE,330.85,GBX,0.32,-2.14,-7.92,-18.41,-12.12,-11.75,-16.56,0.26,0.26,0.26,2.12,2.25,334.19,350.36,360.44,372.08,363.68,35.64,1,DOWN,NEUTRAL
ADYEN,Adyen NV,EURONEXT,890.70,EUR,1.22,-8.16,-1.13,-4.32,-36.60,-35.46,-47.61,-47.86,122.68,122.68,3.32,3.76,935.13,926.09,917.64,1079.87,1245.00,39.60,1,DOWN,NEUTRAL
TLX,Talanx AG,XETR,104.80,EUR,1.16,-5.92,-9.58,0.58,-8.07,-7.99,2.54,197.05,267.72,450.13,2.67,2.26,107.38,111.88,109.10,108.99,110.70,38.66,1,DOWN,NEUTRAL
KNEBV,KONE Oyj Class B,OMXHEX,49.83,EUR,-1.25,-5.62,-13.76,-16.64,-14.82,-17.31,-8.23,-25.14,26.28,713.55,1.90,2.36,52.03,55.30,55.97,58.77,57.67,25.30,1,DOWN,OVERSOLD
SAAB_B,Saab AB Class B,OMXSTO,491.60,SEK,-3.63,-15.47,-19.58,-23.81,-7.25,-9.60,13.98,677.23,663.85,2562.03,5.18,3.87,548.36,585.50,614.00,625.53,571.46,26.18,1,DOWN,OVERSOLD
HEXA_B,Hexagon AB Class B,OMXSTO,95.28,SEK,1.19,-2.60,2.45,0.00,-15.31,-12.63,-4.03,-14.03,114.73,6029.31,2.76,2.73,96.99,96.91,97.14,99.87,105.56,43.93,1,DOWN,NEUTRAL
HM_B,H&M Hennes & Mauritz AB Class B,OMXSTO,157.20,SEK,-1.44,-3.71,-9.39,-15.94,-14.29,-15.80,9.17,-23.62,-40.68,6.58,2.25,2.15,164.47,170.97,173.43,177.92,169.60,29.97,1,DOWN,OVERSOLD
EXO,EXOR N.V.,EURONEXT,66.80,EUR,0.98,-1.76,-4.50,-7.42,-11.11,-8.37,-24.31,-1.76,-1.76,-1.76,2.11,1.91,67.01,68.00,67.91,69.95,74.75,45.57,1,DOWN,NEUTRAL
PHIA,Koninklijke Philips N.V.,EURONEXT,21.98,EUR,0.55,-5.38,-9.51,-17.37,-11.37,-5.05,1.43,-49.18,4.18,350.56,1.58,2.42,22.62,23.49,23.81,24.42,24.08,36.77,1,DOWN,NEUTRAL
VNA,Vonovia SE,XETR,22.22,EUR,0.50,-2.11,-4.68,-15.71,-14.67,-9.53,-21.93,-53.76,-21.65,46.25,2.23,2.28,22.44,22.84,23.15,24.24,25.46,42.53,1,DOWN,NEUTRAL
MTX,MTU Aero Engines AG,XETR,288.50,EUR,0.31,-8.59,-12.84,-23.64,-20.33,-19.05,-12.71,34.00,239.41,1217.95,2.80,4.02,295.85,309.32,317.52,347.42,359.08,41.44,1,DOWN,NEUTRAL
ABF,Associated British Foods plc,LSE,1801.50,GBX,2.42,-1.40,-4.40,-8.58,-18.56,-15.94,-12.12,-20.25,-40.33,803.61,1.82,3.05,1807.80,1846.22,1847.06,1906.00,2033.36,44.53,1,DOWN,NEUTRAL
SOON,Sonova Holding AG,SIX,174.50,CHF,-2.08,-1.41,-3.91,-13.61,-17.69,-15.74,-34.86,-32.63,28.60,539.94,2.25,2.17,176.17,179.38,182.42,194.95,207.85,43.28,1,DOWN,NEUTRAL
FME,Fresenius Medical Care AG,XETR,36.93,EUR,1.09,2.58,-8.36,-9.97,-9.13,-9.46,-26.67,-44.83,-50.54,59.32,2.62,2.72,37.10,38.50,38.74,39.05,41.08,43.35,1,DOWN,NEUTRAL
MOWI,Mowi ASA,OSL,192.50,NOK,-1.03,-3.85,-10.88,-16.30,-12.97,-21.04,1.74,-10.09,45.94,-99.59,2.28,2.08,198.62,207.76,212.28,220.59,218.10,32.11,1,DOWN,NEUTRAL
BIM,bioMerieux SA,EURONEXT,73.45,EUR,-1.61,2.94,-18.30,-20.42,-31.99,-33.41,-37.65,-22.55,91.94,13672.01,2.32,2.72,71.99,81.38,86.17,94.22,104.05,37.33,1,DOWN,NEUTRAL
HAG,HENSOLDT AG,XETR,75.36,EUR,1.43,-7.96,-4.39,-5.21,-11.86,0.68,11.56,470.91,557.59,557.59,5.14,4.89,76.07,77.95,77.12,79.37,84.52,47.62,1,DOWN,NEUTRAL
AKZA,Akzo Nobel N.V.,EURONEXT,49.70,EUR,0.51,-3.42,-2.28,-17.82,-15.68,-16.41,-15.73,-51.68,-27.79,-12.43,1.71,2.38,49.98,50.92,50.99,55.14,56.65,44.93,1,DOWN,NEUTRAL
RNO,Renault SA,EURONEXT,28.55,EUR,1.60,-7.87,-7.90,-11.20,-22.27,-19.53,-41.64,-14.78,-64.63,13.52,2.51,3.07,29.13,30.20,29.46,31.23,32.80,43.08,1,DOWN,NEUTRAL
RED,Redeia Corporacion SA,BME,14.55,EUR,0.69,-1.82,-3.64,-7.91,-3.32,-4.59,-17.61,-9.88,-25.18,855.67,1.13,1.58,14.66,14.88,14.85,15.03,15.55,41.76,1,DOWN,NEUTRAL
SOF,Sofina SA,EURONEXT,217.20,EUR,2.36,-2.78,-3.38,-12.84,-9.50,-12.14,-13.76,-30.52,93.35,397.43,1.85,1.69,218.06,220.40,222.91,235.58,242.82,45.25,1,DOWN,NEUTRAL
WEIR,Weir Group PLC,LSE,2492.00,GBX,1.30,-4.01,-19.61,-28.14,-10.74,-12.68,2.30,31.30,122.70,938.33,2.54,3.16,2524.40,2836.67,2861.48,3032.50,2872.87,32.94,1,DOWN,NEUTRAL
FHZN,Flughafen Zurich AG,SIX,215.80,CHF,-1.10,-1.64,-13.47,-12.98,-10.83,-14.43,1.51,32.39,23.31,183.95,1.65,2.11,219.86,235.03,239.84,245.49,242.74,33.86,1,DOWN,NEUTRAL
MRO,Melrose Industries PLC,LSE,486.10,GBX,-0.23,-6.70,-8.59,-22.17,-20.70,-17.89,0.98,42.67,215.04,1644.66,2.73,3.71,495.54,513.35,513.21,568.79,583.41,42.14,1,DOWN,NEUTRAL
INW,Infrastrutture Wireless Italiane S.p.A.,MIL,7.20,EUR,1.34,-3.49,-2.51,-14.29,-9.21,-8.05,-30.70,-23.58,64.38,84.62,2.94,2.81,7.25,7.27,7.40,7.69,8.59,47.04,1,DOWN,NEUTRAL
KCR,Konecranes Oyj,OMXHEX,26.72,EUR,0.53,-3.33,-11.99,-16.93,-4.23,-14.63,25.54,115.48,295.27,743.79,2.40,3.64,27.14,29.17,29.64,30.82,28.24,38.18,1,DOWN,NEUTRAL
SQN,Swissquote Group Holding Ltd.,SIX,386.40,CHF,-0.51,-0.92,-3.69,-5.34,-18.48,-21.94,-14.17,194.96,1500.00,1333.77,3.01,2.97,390.40,401.51,400.96,425.05,468.01,41.95,1,DOWN,NEUTRAL
VZN,VZ Holding AG,SIX,145.60,CHF,1.82,-4.71,-5.82,0.83,-3.70,-2.28,-18.57,89.34,143.27,708.89,2.39,2.14,149.48,152.51,151.18,151.37,157.02,40.84,1,DOWN,NEUTRAL
AED,Aedifica SA,EURONEXT,68.00,EUR,-3.89,-6.46,-7.36,-9.87,2.49,0.29,2.10,-32.42,26.39,888324.35,1.36,1.59,71.46,72.45,72.07,72.83,68.38,28.81,1,DOWN,OVERSOLD
SAGA_B,AB Sagax Class B,OMXSTO,174.30,SEK,-1.36,-3.70,-5.68,-2.63,-15.39,-11.61,-16.60,-18.63,380.83,1415.65,2.91,2.84,180.96,183.81,179.70,185.71,195.86,38.87,1,DOWN,NEUTRAL
BAB,Babcock International Group PLC,LSE,993.40,GBX,-2.13,-11.82,-22.15,-22.63,-15.02,-20.40,20.41,248.68,4.02,696.65,3.95,3.37,1062.49,1164.26,1228.00,1307.73,1225.14,24.75,1,DOWN,OVERSOLD
SUN,Sulzer AG,SIX,145.10,CHF,0.28,-2.81,-13.53,-18.57,8.28,-2.49,-2.88,105.96,156.42,208.11,2.25,2.81,148.15,156.89,158.77,161.71,151.62,36.67,1,DOWN,NEUTRAL
WDP,Warehouses De Pauw SA,EURONEXT,22.12,EUR,0.73,-2.30,-7.53,-11.73,-0.81,0.36,7.59,-25.47,91.86,532.16,1.33,1.84,22.24,23.29,23.28,23.48,22.58,37.33,1,DOWN,NEUTRAL
VEND,Vend Marketplaces ASA,OSL,240.60,NOK,-0.25,-2.20,-3.30,-6.38,-20.07,-15.28,-25.19,-29.98,25.22,23.56,2.16,3.46,246.10,247.29,247.45,256.74,299.67,44.65,1,DOWN,NEUTRAL
AZA,Avanza Bank Holding AB,OMXSTO,322.10,SEK,-1.14,-2.36,-16.75,-3.56,-10.40,-8.86,-6.20,14.22,422.04,3956.69,2.23,2.73,330.10,359.53,350.77,346.18,351.31,33.14,1,DOWN,NEUTRAL
GALE,Galenica AG,SIX,81.95,CHF,-1.27,-1.80,-9.95,-18.38,-5.70,-15.99,-3.87,30.81,90.58,90.58,1.74,1.74,82.50,87.16,89.46,93.78,90.57,30.40,1,DOWN,NEUTRAL
SAP,SAP SE,XETR,138.14,EUR,1.38,-8.27,-3.88,-19.12,-35.37,-33.55,-46.84,21.18,99.25,8087.23,3.25,3.35,145.15,146.44,152.00,170.17,198.44,37.97,0,DOWN,NEUTRAL
SAN,Sanofi SA,EURONEXT,73.26,EUR,0.74,-2.10,-7.88,-6.69,-18.53,-11.52,-18.34,-15.75,5.33,1083.52,1.43,1.97,74.58,78.76,78.45,79.57,81.86,32.67,0,DOWN,NEUTRAL
EL,EssilorLuxottica SA,EURONEXT,172.15,EUR,1.00,-2.93,-13.54,-34.54,-45.76,-35.88,-32.44,22.96,51.34,3117.76,2.81,3.02,172.59,188.93,194.96,227.04,255.94,36.09,0,DOWN,NEUTRAL
MUV2,Munchener Ruckversicherungs-Gesellschaft AG,XETR,467.30,EUR,1.13,-10.17,-15.80,-13.69,-15.56,-16.88,-16.04,92.19,193.16,630.13,2.73,2.13,496.28,533.58,531.98,532.82,539.80,25.69,0,DOWN,OVERSOLD
RHM,Rheinmetall AG,XETR,1140.40,EUR,1.68,-19.80,-23.87,-27.04,-33.95,-27.43,-29.97,1222.66,1800.67,5419.85,6.23,4.34,1279.06,1402.75,1459.32,1587.08,1657.62,28.30,0,DOWN,OVERSOLD
REL,RELX PLC,LSE,2354.00,GBX,0.90,-7.72,-6.25,12.10,-24.62,-22.05,-40.28,27.48,92.01,413.97,3.44,3.26,2519.70,2582.10,2564.56,2628.95,2999.69,31.30,0,DOWN,NEUTRAL
BN,Danone SA,EURONEXT,62.25,EUR,1.32,-4.14,-7.83,-13.73,-22.19,-18.33,-12.55,8.00,2.81,1925.93,1.83,1.72,63.57,66.52,67.79,70.28,72.66,34.96,0,DOWN,NEUTRAL
SHL,Siemens Healthineers AG,XETR,34.21,EUR,0.83,-1.16,-9.88,-15.20,-20.68,-23.76,-30.18,-26.90,17.56,17.56,1.60,2.31,34.37,36.08,36.97,40.21,43.19,38.04,0,DOWN,NEUTRAL
LONN,Lonza Group AG,SIX,474.20,CHF,-0.82,-4.61,-6.91,-7.02,-13.02,-11.00,-17.96,-14.56,203.82,450.50,2.46,2.41,481.95,501.06,497.66,516.56,533.73,38.37,0,DOWN,NEUTRAL
RKT,Reckitt Benckiser Group plc,LSE,4559.00,GBX,0.91,-4.06,-9.69,-28.94,-21.99,-23.94,-4.54,-28.32,-32.97,482.99,1.60,1.89,4625.10,4875.30,5076.86,5633.44,5686.47,34.89,0,DOWN,NEUTRAL
SCHP,Schindler Holding Ltd. Pref,SIX,262.60,CHF,-1.13,-3.88,-5.27,-6.81,-7.34,-12.00,-10.31,1.94,49.54,2318.05,1.56,1.68,269.84,269.85,270.77,285.39,290.33,37.18,0,DOWN,NEUTRAL
III,3i Group plc,LSE,2120.00,GBX,-12.43,-21.16,-23.41,-36.20,-35.84,-35.21,-49.12,70.97,348.30,647.73,6.45,3.97,2507.10,2631.10,2708.00,2991.41,3451.09,24.67,0,DOWN,OVERSOLD
ALC,Alcon AG,SIX,49.61,CHF,-1.10,-12.16,-18.57,-18.78,-19.96,-20.45,-37.47,-19.54,-9.80,-9.80,3.32,2.58,53.21,58.42,59.61,61.33,62.36,24.50,0,DOWN,OVERSOLD
GIVN,Givaudan SA,SIX,2683.00,CHF,-2.86,-2.79,-4.38,-13.14,-22.39,-14.61,-32.38,-29.97,37.59,422.60,1.83,2.03,2761.30,2791.27,2789.98,2946.25,3159.68,35.30,0,DOWN,NEUTRAL
EXPN,Experian PLC,LSE,2546.20,GBX,0.80,-5.08,-2.33,6.00,-23.72,-24.74,-35.05,-4.06,103.86,354.68,3.22,2.77,2648.67,2687.82,2686.25,2821.28,3216.42,38.13,0,DOWN,NEUTRAL
LISP,Chocoladefabriken Lindt & Spruengli AG Partizipsch.,SIX,9240.00,CHF,-0.91,-1.33,-12.17,-22.94,-27.24,-20.69,-24.57,10.13,51.48,1087.66,2.40,2.25,9373.00,10055.33,10536.40,11088.10,11675.05,33.72,0,DOWN,NEUTRAL
FRE,Fresenius SE & Co. KGaA,XETR,38.94,EUR,1.59,-2.38,-13.00,-22.95,-20.19,-20.63,-7.57,-13.24,-39.94,345.20,2.50,2.63,39.98,42.13,43.64,46.54,46.75,33.94,0,DOWN,NEUTRAL
GEBN,Geberit AG,SIX,503.40,CHF,-1.45,-3.64,-8.00,-21.32,-20.72,-19.09,-13.74,-17.64,35.50,800.54,2.06,2.32,520.64,533.83,545.09,583.52,596.74,31.70,0,DOWN,NEUTRAL
CAP,Capgemini SE,EURONEXT,97.06,EUR,0.33,-7.56,-5.86,-7.12,-27.19,-31.55,-37.78,-37.04,18.95,320.48,2.13,3.45,102.26,103.09,103.16,115.26,121.65,37.96,0,DOWN,NEUTRAL
RI,Pernod Ricard SA,EURONEXT,61.34,EUR,1.05,-7.54,-7.29,-27.49,-25.43,-16.29,-36.80,-65.11,-35.78,364.77,1.58,2.20,62.94,64.45,65.91,71.60,79.34,37.55,0,DOWN,NEUTRAL
BEI,Beiersdorf AG,XETR,70.48,EUR,0.86,-3.43,-6.00,-31.90,-23.41,-26.93,-40.80,-27.04,-11.42,68.48,1.54,1.83,71.05,73.62,75.18,87.45,91.12,37.96,0,DOWN,NEUTRAL
WKL,Wolters Kluwer N.V.,EURONEXT,58.18,EUR,1.89,-8.55,-8.38,-4.90,-37.51,-34.39,-62.75,-25.52,73.03,123.94,3.64,3.92,62.83,65.14,65.44,71.69,89.08,33.19,0,DOWN,NEUTRAL
COLO_B,Coloplast A/S Class B,OMXCOP,399.30,DKK,-1.92,-2.35,-5.49,-18.13,-33.38,-26.84,-37.20,-58.25,-19.46,485.48,2.27,2.50,403.96,418.87,429.83,479.50,536.25,39.41,0,DOWN,NEUTRAL
GJF,Gjensidige Forsikring ASA,OSL,248.60,NOK,-0.48,-1.58,-6.19,-8.94,-10.19,-17.68,0.24,31.50,80.93,321.36,1.33,1.75,253.18,256.80,259.60,270.24,275.51,39.09,0,DOWN,NEUTRAL
LIFCO_B,Lifco AB Class B,OMXSTO,278.60,SEK,-0.57,-1.42,-3.47,-11.72,-21.21,-21.08,-30.35,64.66,544.91,1166.36,2.15,2.70,282.78,292.95,292.30,309.89,326.14,39.33,0,DOWN,NEUTRAL
JMT,"Jeronimo Martins, SGPS S.A.",EURONEXT,18.24,EUR,0.16,-11.02,-13.55,-13.31,-17.54,-10.50,-15.00,15.08,32.41,885.95,1.83,2.27,19.15,20.23,20.59,20.67,20.83,28.69,0,DOWN,OVERSOLD
SN.,Smith & Nephew plc,LSE,1097.50,GBX,-0.45,-0.77,-12.16,-15.67,-12.06,-10.99,3.39,-28.15,-4.81,339.00,2.54,2.43,1114.40,1180.98,1205.47,1234.34,1277.72,35.04,0,DOWN,NEUTRAL
LATO_B,Investment AB Latour Class B,OMXSTO,193.60,SEK,-1.83,-5.51,-10.00,-16.87,-16.98,-14.11,-27.84,-22.99,125.12,1743.83,1.98,2.59,203.62,214.02,209.72,217.41,226.91,31.91,0,DOWN,NEUTRAL
G1A,GEA Group Aktiengesellschaft,XETR,55.10,EUR,1.66,-7.16,-11.77,-12.12,-6.61,-4.59,-2.74,53.95,34.13,500.87,3.02,2.11,57.40,60.14,60.75,60.99,61.28,30.74,0,DOWN,NEUTRAL
BKW,BKW AG,SIX,149.20,CHF,-1.13,-4.36,-5.51,-0.86,-10.17,-12.90,-6.22,48.90,254.82,397.33,1.64,1.66,153.39,156.88,154.13,156.38,164.23,31.12,0,DOWN,NEUTRAL
MKS,Marks and Spencer Group plc,LSE,315.00,GBX,1.19,-5.69,-12.04,-20.85,-12.67,-4.78,-9.51,105.48,-22.21,-23.94,3.73,3.50,324.39,342.06,345.63,355.39,356.74,38.06,0,DOWN,NEUTRAL
NEM,Nemetschek SE,XETR,57.60,EUR,-0.78,-10.42,-4.32,-13.32,-37.56,-37.70,-52.71,0.10,249.51,15644.89,3.14,4.26,61.85,62.98,64.79,71.70,89.67,36.07,0,DOWN,NEUTRAL
DNP,Dino Polska SA,GPW,29.10,PLN,2.11,-10.87,-16.36,-23.70,-30.38,-30.10,-47.47,7.10,704.98,704.98,3.54,2.95,30.63,32.84,35.48,37.75,41.24,27.88,0,DOWN,OVERSOLD
INDT,Indutrade AB,OMXSTO,192.20,SEK,0.05,-2.04,-12.64,-16.51,-18.97,-20.05,-29.85,-9.68,268.04,2277.74,1.99,3.20,196.13,216.06,214.75,222.83,229.56,33.23,0,DOWN,NEUTRAL
SCA_B,Svenska Cellulosa AB SCA Class B,OMXSTO,99.58,SEK,-0.87,-3.37,-7.37,-19.37,-20.65,-19.14,-23.55,-32.28,87.35,455.23,1.66,1.79,102.26,106.16,108.84,114.24,119.54,29.30,0,DOWN,OVERSOLD
BALD_B,Fastighets AB Balder Class B,OMXSTO,53.32,SEK,-0.82,-3.05,-8.85,-18.62,-20.04,-21.82,-18.99,-34.23,56.44,2240.88,2.80,2.53,54.76,57.04,58.35,62.48,65.30,32.08,0,DOWN,NEUTRAL
QIA,QIAGEN NV,XETR,28.32,EUR,-0.12,-4.34,-21.68,-33.80,-29.63,-30.50,-29.06,-34.47,26.90,12.62,2.64,2.83,28.65,32.25,33.89,38.09,40.27,27.04,0,DOWN,OVERSOLD
BEIJ_B,Beijer Ref AB Class B,OMXSTO,123.80,SEK,0.41,-4.18,-10.42,-9.57,-18.39,-16.97,-19.84,5.46,517.68,4866.64,2.12,2.47,126.92,134.26,132.76,136.39,146.35,35.39,0,DOWN,NEUTRAL
ZAL,Zalando SE,XETR,19.39,EUR,0.23,-4.18,-11.97,-6.53,-17.51,-23.92,-40.02,-77.27,-34.39,223.08,4.05,3.91,20.14,21.39,21.36,22.35,23.52,33.32,0,DOWN,NEUTRAL
IVG,Iveco Group NV,MIL,13.93,EUR,-0.04,-0.32,-27.36,-26.21,-24.40,-25.69,-14.96,23.67,23.67,23.67,0.11,0.37,13.94,16.08,17.28,18.09,18.23,12.14,0,DOWN,OVERSOLD
HWDN,Howden Joinery Group PLC,LSE,731.50,GBX,0.00,-8.56,-11.49,-16.35,-9.91,-14.19,-11.92,-7.48,51.98,923.08,2.95,2.69,764.15,801.98,812.95,834.49,835.97,32.09,0,DOWN,NEUTRAL
HOLM_B,Holmen AB Class B,OMXSTO,305.00,SEK,-0.07,-3.48,-8.96,-19.44,-14.57,-13.84,-25.97,-22.69,124.93,100.00,1.53,1.88,312.50,325.29,330.88,341.61,350.16,27.49,0,DOWN,OVERSOLD
