name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
ASML,ASML Holding NV,EURONEXT,1340.40,EUR,1.01,1.85,4.72,12.58,54.62,45.79,95.17,151.95,1552.57,5139.13,3.06,3.69,1280.20,1237.46,1212.33,1169.45,985.21,61.48,7,STRONG_UP,NEUTRAL
HSBA,HSBC Holdings Plc,LSE,1337.00,GBX,-0.15,-0.40,0.35,5.23,20.97,12.77,53.06,200.25,211.87,457.91,1.69,1.84,1329.84,1325.48,1282.72,1267.13,1143.71,53.92,7,STRONG_UP,NEUTRAL
TTE,TotalEnergies SE,EURONEXT,78.04,EUR,0.30,2.54,-1.50,21.01,39.11,40.23,45.49,95.79,82.32,3098.36,1.37,2.45,77.61,77.46,75.81,67.92,60.75,54.46,7,STRONG_UP,NEUTRAL
ABBN,ABB Ltd.,SIX,82.86,CHF,2.09,1.67,17.13,18.24,49.78,39.03,77.16,176.57,314.51,219.40,2.50,2.42,80.73,74.73,71.43,67.68,61.99,68.42,7,STRONG_UP,NEUTRAL
ENR,Siemens Energy AG,XETR,180.28,EUR,1.72,-2.89,6.67,11.56,60.25,48.38,138.47,609.48,719.08,719.08,3.78,4.47,179.01,171.15,162.85,152.54,127.48,56.08,7,STRONG_UP,NEUTRAL
ABI,Anheuser-Busch InBev SA/NV,EURONEXT,69.62,EUR,1.58,5.36,8.61,3.14,25.44,28.26,18.04,12.11,-37.28,263.93,1.44,2.28,67.65,64.49,63.42,62.07,57.30,66.16,7,STRONG_UP,NEUTRAL
ENEL,Enel SpA,MIL,9.78,EUR,0.44,-1.21,-0.65,1.66,10.14,10.60,27.16,19.12,145.24,54.09,1.86,2.00,9.76,9.76,9.63,9.45,8.88,51.77,7,STRONG_UP,NEUTRAL
GLEN,Glencore plc,LSE,590.03,GBX,-0.35,4.62,3.12,19.44,61.37,43.77,117.68,81.88,351.44,7.67,2.54,2.21,571.84,562.71,547.36,510.71,422.30,67.33,7,STRONG_UP,NEUTRAL
ENI,Eni S.p.A.,MIL,23.54,EUR,-0.15,2.77,-1.65,30.68,43.00,45.55,74.46,125.52,74.98,334.00,1.72,2.70,23.42,23.47,22.99,20.09,17.73,53.43,7,STRONG_UP,NEUTRAL
G,Assicurazioni Generali S.p.A.,MIL,39.21,EUR,0.85,-0.23,8.05,11.65,14.68,9.62,13.88,121.40,213.68,158.64,1.51,1.86,38.70,37.43,35.95,35.52,34.41,65.09,7,STRONG_UP,NEUTRAL
AAL,Anglo American plc,LSE,4025.00,GBX,-1.23,4.82,13.05,12.12,43.54,29.92,58.08,9.06,498.20,1550.32,3.02,3.38,3825.45,3624.55,3441.39,3407.06,3015.53,66.13,7,STRONG_UP,NEUTRAL
ORA,Orange SA,EURONEXT,18.64,EUR,1.08,3.58,5.73,8.02,29.93,31.30,51.77,76.20,27.31,-24.19,1.76,2.53,18.07,17.84,17.64,16.65,15.26,63.53,7,STRONG_UP,NEUTRAL
ANTO,Antofagasta plc,LSE,4191.00,GBX,-2.51,9.01,9.04,12.21,53.18,27.04,127.09,130.97,916.74,6250.00,4.35,4.61,3876.25,3743.25,3665.95,3655.07,3087.06,63.24,7,STRONG_UP,NEUTRAL
BAS,BASF SE,XETR,53.43,EUR,-1.06,2.12,-2.50,3.95,21.68,20.12,18.29,-22.94,-22.40,888.53,2.35,2.39,53.02,53.19,51.04,48.89,46.39,53.46,7,STRONG_UP,NEUTRAL
ASM,ASM International N.V.,EURONEXT,889.00,EUR,1.67,1.02,17.87,29.52,76.04,68.88,77.80,284.02,2465.66,4015.74,3.49,3.56,860.50,795.57,750.56,702.56,594.69,64.07,7,STRONG_UP,NEUTRAL
MT,ArcelorMittal SA,EURONEXT,55.11,EUR,0.38,2.09,5.17,6.14,60.91,41.49,94.87,105.86,335.31,-17.42,3.41,4.05,51.94,50.84,48.97,47.72,39.98,61.75,7,STRONG_UP,NEUTRAL
PKN,ORLEN Spolka Akcyjna,GPW,145.00,PLN,0.22,2.84,10.35,31.82,41.44,49.82,98.36,94.01,112.95,553.15,2.21,2.76,141.34,133.73,131.24,117.48,103.20,66.69,7,STRONG_UP,NEUTRAL
HOT,HOCHTIEF Aktiengesellschaft,XETR,524.00,EUR,2.54,-4.20,13.42,43.72,85.42,56.05,224.66,622.76,361.88,3124.62,4.94,4.52,516.69,469.17,437.44,401.39,325.83,63.63,7,STRONG_UP,NEUTRAL
ACS,"ACS, Actividades de Construccion y Servicios SA",BME,136.20,EUR,2.87,-2.58,10.55,39.69,75.18,60.42,138.74,412.03,395.72,1603.94,3.20,3.16,132.73,123.65,116.30,105.93,88.58,64.32,7,STRONG_UP,NEUTRAL
SDZ,Sandoz Group Ltd,SIX,67.76,CHF,0.03,1.56,4.02,4.25,24.28,16.43,77.52,182.33,182.33,182.33,2.35,2.66,65.53,64.91,63.99,63.02,56.78,60.58,7,STRONG_UP,NEUTRAL
TEN,Tenaris S.A.,MIL,27.24,EUR,0.29,4.37,5.87,36.88,53.90,64.49,74.17,178.58,139.79,1456.57,2.49,2.63,26.45,25.96,25.11,22.09,19.06,61.04,7,STRONG_UP,NEUTRAL
EPI_A,Epiroc AB Class A,OMXSTO,272.60,SEK,0.78,1.68,8.48,2.17,39.62,30.00,22.46,40.83,214.55,214.55,2.30,3.39,267.75,253.17,247.25,243.15,222.76,61.40,7,STRONG_UP,NEUTRAL
PKO,PKO Bank Polski SA,GPW,99.69,PLN,2.95,1.93,-0.31,8.41,31.17,17.06,26.93,189.97,326.94,340.98,2.41,2.49,96.04,96.45,92.53,90.89,83.43,61.68,7,STRONG_UP,NEUTRAL
BT.A,BT Group plc,LSE,236.50,GBX,0.13,5.72,10.41,12.67,32.01,28.18,47.35,47.67,-45.92,-84.25,3.49,2.59,228.30,220.76,216.14,204.65,198.53,66.65,7,STRONG_UP,NEUTRAL
REP,Repsol SA,BME,22.43,EUR,-0.31,2.94,3.46,33.63,32.02,40.54,89.28,106.39,95.90,-2.48,1.74,3.24,22.40,22.00,22.28,19.48,17.24,54.36,7,STRONG_UP,NEUTRAL
HBAN,Helvetia Baloise Holding AG,SIX,212.20,CHF,0.38,0.86,-1.58,10.41,7.06,1.53,7.06,7.06,7.06,7.06,1.59,1.80,211.40,213.66,206.16,202.79,0.00,51.11,7,STRONG_UP,NEUTRAL
WRT1V,Wartsila Oyj Abp,OMXHEX,36.20,EUR,5.36,0.28,3.61,0.61,37.85,19.00,104.75,244.76,196.64,1656.33,3.75,3.63,35.65,35.53,34.50,33.92,29.93,52.94,7,STRONG_UP,NEUTRAL
BESI,BE Semiconductor Industries N.V.,EURONEXT,265.70,EUR,2.90,2.86,24.57,54.21,100.91,95.01,122.16,338.16,2151.69,5620.13,3.39,4.14,255.10,230.58,210.47,187.63,158.38,69.53,7,STRONG_UP,NEUTRAL
OMV,OMV AG,VIE,61.50,EUR,0.57,1.49,2.84,11.82,25.25,29.47,29.80,36.67,139.77,536.32,1.39,2.09,60.71,59.95,59.55,55.16,50.93,60.06,7,STRONG_UP,NEUTRAL
HLMA,Halma plc,LSE,4682.00,GBX,2.68,-0.11,12.63,24.06,39.68,31.66,56.90,88.33,412.81,8307.63,1.72,2.32,4555.90,4340.10,4136.06,3916.85,3666.09,66.48,7,STRONG_UP,NEUTRAL
EN,Bouygues SA,EURONEXT,51.50,EUR,1.18,-0.77,-1.34,3.81,23.44,16.25,39.19,48.67,77.80,393.30,1.76,2.14,50.88,51.36,50.65,48.84,44.15,52.52,7,STRONG_UP,NEUTRAL
NHY,Norsk Hydro ASA,OSL,106.80,NOK,2.59,-2.15,-2.91,15.71,44.40,36.19,85.10,90.37,240.02,408.34,2.13,2.78,105.28,105.34,99.40,91.57,79.84,56.62,7,STRONG_UP,NEUTRAL
NN,NN Group N.V.,EURONEXT,76.18,EUR,0.79,1.14,4.99,8.18,22.48,15.78,39.07,74.68,158.85,262.76,1.30,1.39,75.09,73.07,70.39,68.74,64.50,66.60,7,STRONG_UP,NEUTRAL
TELIA,Telia Company AB,OMXSTO,49.36,SEK,0.80,0.76,1.88,12.39,31.28,24.93,40.39,37.65,32.19,53.29,1.48,2.20,48.57,47.91,47.43,44.38,40.29,61.14,7,STRONG_UP,NEUTRAL
UNI,UNIPOL ASSICURAZIONI SPA,MIL,22.45,EUR,0.76,0.45,2.79,17.05,15.28,9.14,34.75,354.64,563.81,-61.53,1.53,1.79,22.16,21.89,20.94,20.43,19.44,59.53,7,STRONG_UP,NEUTRAL
RBI,Raiffeisen Bank International AG,VIE,47.38,EUR,0.30,3.59,8.92,12.01,42.71,23.64,79.88,141.86,306.00,26.86,2.71,3.20,46.01,43.97,41.47,40.75,35.70,63.14,7,STRONG_UP,NEUTRAL
AAF,Airtel Africa Plc,LSE,379.80,GBX,5.62,4.11,-0.31,16.08,23.39,6.75,123.67,371.80,393.25,393.25,12.12,5.18,373.50,365.39,361.07,354.20,303.63,53.74,7,STRONG_UP,NEUTRAL
EDPR,EDP Renovaveis SA,EURONEXT,14.17,EUR,-0.07,-2.81,0.14,7.51,22.05,18.08,51.15,-23.36,112.25,77.13,2.72,3.08,14.16,13.98,13.63,13.23,12.29,53.30,7,STRONG_UP,NEUTRAL
PEO,Bank Polska Kasa Opieki S.A.,GPW,239.40,PLN,2.57,0.80,-4.24,4.54,23.88,16.72,31.36,181.32,59.76,156.87,2.93,2.82,232.48,236.95,227.33,222.55,207.52,56.25,7,STRONG_UP,NEUTRAL
AGS,ageas SA/NV,EURONEXT,68.65,EUR,1.55,1.93,1.63,10.73,17.45,14.42,23.69,29.92,111.69,-76.20,1.28,1.46,67.10,66.95,64.34,62.58,60.70,63.36,7,STRONG_UP,NEUTRAL
ANA,Acciona SA,BME,260.80,EUR,1.01,0.77,9.21,40.52,33.74,40.14,100.31,96.53,277.26,369.06,3.14,3.11,255.44,243.13,231.99,211.54,194.54,63.35,7,STRONG_UP,NEUTRAL
EBP,Erste Bank Polska S.A.,GPW,608.40,PLN,5.08,-4.37,-7.11,1.20,21.49,11.63,15.40,169.08,132.66,770.39,4.37,3.46,608.40,626.55,600.10,584.12,544.99,48.50,6,STRONG_UP,NEUTRAL
SOBI,Swedish Orphan Biovitrum AB,OMXSTO,438.60,SEK,-0.14,1.06,8.73,6.82,29.38,30.93,43.99,223.60,325.57,1236.29,2.32,2.47,435.58,415.01,399.86,379.30,340.89,63.94,7,STRONG_UP,NEUTRAL
CA,Carrefour SA,EURONEXT,17.13,EUR,-0.72,-0.35,4.07,10.98,26.42,20.59,24.81,0.20,-28.63,-5.78,2.24,1.95,17.02,16.65,16.14,15.36,14.13,60.47,7,STRONG_UP,NEUTRAL
TPRO,Technoprobe SpA,MIL,19.44,EUR,2.37,-2.31,17.11,8.54,73.73,55.52,179.31,211.54,211.54,211.54,4.96,4.66,19.24,17.62,16.62,15.99,12.49,62.70,7,STRONG_UP,NEUTRAL
MBK,mBank SA,GPW,1253.50,PLN,5.16,4.90,-1.30,19.32,17.64,16.88,53.20,358.15,309.11,38816.49,4.14,3.86,1170.05,1192.22,1120.96,1081.21,1017.27,63.47,7,STRONG_UP,NEUTRAL
BG,BAWAG Group AG,VIE,148.40,EUR,0.27,-2.56,4.36,11.08,30.18,15.67,45.21,223.88,209.17,209.17,1.76,2.53,147.41,145.50,137.23,135.19,123.83,55.75,7,STRONG_UP,NEUTRAL
UHR,Swatch Group Ltd. Bearer,SIX,201.90,CHF,-2.65,10.33,9.14,1.08,12.79,19.50,37.21,-30.55,-33.87,13.43,7.45,3.68,193.48,185.60,180.37,180.30,168.44,61.11,7,STRONG_UP,NEUTRAL
VAR,Var Energi ASA,OSL,46.63,NOK,0.39,-0.79,-3.16,37.71,33.23,41.26,58.07,66.54,66.54,66.54,3.16,3.56,45.94,45.90,44.33,38.96,36.27,55.74,7,STRONG_UP,NEUTRAL
IG,Italgas SpA,MIL,10.40,EUR,0.97,-0.57,-1.38,-2.62,11.59,9.99,57.32,100.20,172.66,380.28,1.50,2.04,10.32,10.34,10.26,10.24,9.28,52.91,7,STRONG_UP,NEUTRAL
SDR,Schroders PLC,LSE,581.50,GBX,0.09,-0.09,0.52,-1.11,47.89,41.62,66.91,-2.99,37.65,280.49,0.17,0.25,580.60,579.37,578.43,526.37,455.65,64.30,7,STRONG_UP,NEUTRAL
SUBC,Subsea 7 S.A.,OSL,331.80,NOK,3.17,-0.06,5.80,31.35,72.54,63.29,94.04,293.78,360.83,322.08,3.82,3.66,323.32,310.61,290.20,260.06,229.16,62.43,7,STRONG_UP,NEUTRAL
MRL,"MERLIN Properties SOCIMI, S.A.",BME,14.85,EUR,1.37,-1.00,-1.07,12.24,14.32,19.76,40.62,63.29,57.96,86.04,2.14,2.25,14.76,14.85,14.48,13.69,13.29,52.63,7,STRONG_UP,NEUTRAL
SPM,Saipem S.p.A.,MIL,4.65,EUR,1.33,2.44,11.00,42.23,100.82,89.84,102.22,-10.49,-50.96,-6.56,2.56,3.82,4.53,4.27,3.94,3.44,2.90,65.80,7,STRONG_UP,NEUTRAL
ACLN,Accelleron Industries AG,SIX,86.75,CHF,2.72,0.46,8.30,18.35,38.03,40.49,81.11,381.94,381.94,381.94,3.12,3.06,86.21,82.02,78.38,73.52,70.34,59.45,7,STRONG_UP,NEUTRAL
BEZ,Beazley Plc,LSE,1280.50,GBX,0.08,0.12,0.55,3.52,41.88,52.71,46.68,313.06,279.07,1500.63,0.13,0.15,1278.55,1274.97,1276.90,1166.63,1009.88,66.73,7,STRONG_UP,NEUTRAL
LOTB,Lotus Bakeries NV,EURONEXT,10660.00,EUR,1.52,-1.11,8.78,1.33,41.94,33.58,21.55,132.24,519.41,17711.20,1.65,2.11,10508.00,10151.00,10091.00,9758.80,8833.40,63.82,7,STRONG_UP,NEUTRAL
EVK,Evonik Industries AG,XETR,17.71,EUR,-0.78,1.14,2.67,10.69,25.96,32.36,-9.18,-40.19,-38.92,-46.33,2.93,2.61,17.64,17.28,16.18,15.06,15.06,57.67,6,STRONG_UP,NEUTRAL
INPST,InPost S.A.,EURONEXT,15.24,EUR,0.20,0.20,0.46,0.46,54.10,45.70,-3.79,8.86,-19.79,-19.79,0.33,0.33,15.24,15.20,15.14,14.31,12.66,56.48,6,STRONG_UP,NEUTRAL
ALK_B,ALK-abello A/S Class B,OMXCOP,252.80,DKK,0.64,-1.48,19.70,18.91,10.20,10.59,52.75,91.23,311.06,641.35,1.84,3.18,252.18,228.39,221.61,220.86,214.77,68.91,7,STRONG_UP,NEUTRAL
GAW,Games Workshop Group PLC,LSE,19680.00,GBX,1.65,-1.89,2.66,19.06,21.18,3.63,26.40,79.56,4000.00,10257.89,1.88,2.16,19656.00,19253.67,18542.60,18212.90,17171.30,58.54,7,STRONG_UP,NEUTRAL
LTMC,Lottomatica Group S.P.A.,MIL,26.28,EUR,0.65,-5.71,-2.12,31.99,28.95,18.06,16.80,209.18,209.18,209.18,2.39,3.09,26.19,26.14,25.56,23.35,22.78,52.64,7,STRONG_UP,NEUTRAL
ELIS,Elis SA,EURONEXT,27.52,EUR,1.25,-0.65,5.36,2.69,10.79,13.63,20.38,75.29,71.48,122.72,1.31,1.83,27.09,26.36,25.76,25.52,24.88,62.21,7,STRONG_UP,NEUTRAL
HSX,Hiscox Ltd,LSE,1641.00,GBX,0.92,3.80,3.93,13.09,20.75,15.40,43.07,106.42,72.10,1183.91,1.62,1.86,1593.60,1580.37,1548.56,1503.42,1421.83,64.06,7,STRONG_UP,NEUTRAL
AIXA,AIXTRON SE,XETR,54.54,EUR,5.78,8.95,49.26,155.58,207.61,214.71,296.65,252.33,1214.22,509.39,5.64,6.00,49.54,43.36,39.00,29.88,22.29,69.30,7,STRONG_UP,NEUTRAL
DCC,DCC Plc,LSE,5893.28,GBX,1.61,1.61,15.44,14.88,19.68,27.51,24.07,-1.97,-4.02,1744.80,1.99,3.04,5749.83,5335.64,5070.15,4923.63,4881.98,68.45,7,STRONG_UP,NEUTRAL
MYCR,Mycronic AB,OMXSTO,301.20,SEK,3.79,1.83,27.30,55.95,45.02,34.98,46.93,129.57,938.62,3121.39,2.95,2.88,294.24,266.60,244.13,225.82,219.52,67.94,7,STRONG_UP,NEUTRAL
CAST,Castellum AB,OMXSTO,123.10,SEK,0.08,2.54,5.76,12.83,15.91,15.80,9.33,-29.48,32.46,800.75,1.84,2.05,120.74,119.43,115.89,112.31,110.28,59.61,7,STRONG_UP,NEUTRAL
SFSN,SFS Group AG,SIX,123.20,CHF,0.98,0.98,1.32,-1.75,21.02,12.00,7.13,2.41,80.25,83.88,1.90,1.94,121.12,121.25,119.74,117.66,112.19,55.89,7,STRONG_UP,NEUTRAL
AKE,Arkema SA,EURONEXT,63.55,EUR,-0.47,-1.55,3.76,-2.46,19.68,21.98,-9.08,-41.56,-10.73,139.41,2.79,2.89,63.18,61.50,58.76,57.04,56.01,57.61,7,STRONG_UP,NEUTRAL
RIO,Rio Tinto plc,LSE,8147.00,GBX,-1.51,5.31,9.98,13.00,52.14,35.90,72.11,29.83,311.46,849.18,2.03,2.17,7749.00,7440.40,7133.50,6886.53,5946.49,71.88,6,STRONG_UP,OVERBOUGHT
SU,Schneider Electric SE,EURONEXT,269.80,EUR,0.52,-5.33,3.17,2.78,16.17,15.25,22.64,104.58,392.97,1177.12,2.35,2.93,271.07,264.99,257.68,251.65,241.88,52.40,6,STRONG_UP,NEUTRAL
BATS,British American Tobacco p.l.c.,LSE,4927.00,GBX,2.50,13.00,13.84,10.17,18.78,18.18,61.75,73.58,17.48,1416.00,3.08,3.01,4464.80,4337.93,4362.26,4348.98,4227.72,74.10,6,STRONG_UP,OVERBOUGHT
UCG,UniCredit S.p.A.,MIL,72.21,EUR,1.48,0.70,4.96,-2.94,7.89,1.46,30.84,604.49,399.06,-45.19,1.91,2.63,69.46,67.41,66.03,69.22,67.10,62.68,6,STRONG_UP,NEUTRAL
AI,Air Liquide SA,EURONEXT,178.00,EUR,0.55,-1.44,-4.93,5.73,3.12,11.58,-1.89,54.35,181.81,971.82,1.05,1.55,177.91,182.59,177.60,170.53,171.07,45.97,6,STRONG_UP,NEUTRAL
INVE_B,Investor AB Class B,OMXSTO,365.50,SEK,-0.16,-2.04,-1.22,0.01,14.27,10.29,24.30,105.92,438.89,1098.36,1.51,1.68,370.08,370.73,363.30,354.73,328.34,46.14,6,STRONG_UP,NEUTRAL
BNP,BNP Paribas S.A. Class A,EURONEXT,92.02,EUR,0.67,-1.78,1.40,0.84,33.27,14.40,16.25,61.04,109.92,341.96,1.61,2.43,91.05,89.92,88.03,88.19,81.75,54.54,6,STRONG_UP,NEUTRAL
CFR,Compagnie Financiere Richemont SA,SIX,156.55,CHF,1.36,5.03,3.81,-2.91,-8.98,-8.72,1.00,66.51,156.64,420.10,2.90,2.75,152.53,150.87,146.33,154.30,153.11,57.96,6,STRONG_UP,NEUTRAL
IFX,Infineon Technologies AG,XETR,67.12,EUR,4.29,11.02,53.61,54.12,89.58,77.97,93.65,111.87,452.88,7.27,4.49,4.51,60.62,51.04,46.49,44.09,39.22,76.29,6,STRONG_UP,OVERBOUGHT
CABK,CaixaBank SA,BME,10.94,EUR,1.86,-0.41,1.86,4.54,15.45,4.69,48.01,288.45,361.00,130.83,1.76,2.06,10.80,10.64,10.42,10.53,9.78,57.86,6,STRONG_UP,NEUTRAL
INGA,ING Groep N.V.,EURONEXT,26.00,EUR,2.26,1.01,4.52,6.08,15.56,8.31,39.63,138.97,146.91,18.49,1.50,2.13,25.22,24.44,23.67,24.16,22.85,63.72,6,STRONG_UP,NEUTRAL
NOKIA,Nokia Oyj,OMXHEX,11.92,EUR,7.53,4.33,47.31,93.07,105.16,112.86,155.63,192.87,158.12,-79.80,6.17,5.70,11.10,9.23,8.34,7.05,5.79,73.55,6,STRONG_UP,OVERBOUGHT
BARC,Barclays PLC,LSE,430.25,GBX,1.87,-3.10,-1.99,-7.47,2.84,-9.85,35.79,135.99,162.35,168.69,2.62,2.86,429.43,429.30,416.08,445.99,418.97,51.36,6,STRONG_UP,NEUTRAL
DHL,Deutsche Post AG,XETR,47.95,EUR,0.97,1.93,-1.13,-2.16,8.12,3.01,21.64,-6.35,78.42,122.40,1.67,2.78,47.44,47.79,46.82,47.45,44.09,52.25,6,STRONG_UP,NEUTRAL
MRK,Merck KGaA,XETR,120.60,EUR,-0.45,5.05,6.12,-4.29,-0.25,-2.43,-4.59,-14.29,45.30,512.90,2.42,2.62,113.90,113.12,111.59,118.55,115.53,63.55,6,STRONG_UP,NEUTRAL
ACA,Credit Agricole SA,EURONEXT,17.20,EUR,1.00,-0.06,-0.23,-3.72,4.37,-1.74,0.82,28.82,95.40,4.57,1.36,1.90,16.95,17.05,16.84,17.38,16.90,53.05,6,STRONG_UP,NEUTRAL
STAN,Standard Chartered PLC,LSE,1898.50,GBX,0.69,-0.69,9.23,9.17,16.90,4.03,64.37,278.94,275.94,562.52,2.05,2.54,1872.74,1777.42,1707.36,1764.43,1627.63,61.90,6,STRONG_UP,NEUTRAL
KBC,KBC Group N.V.,EURONEXT,113.70,EUR,0.98,-2.57,-2.65,-1.98,5.23,2.16,34.84,66.47,143.99,205.65,1.76,1.86,113.67,113.92,111.10,113.53,108.08,50.72,6,STRONG_UP,NEUTRAL
STMMI,STMicroelectronics NV,MIL,54.14,EUR,3.42,10.07,57.84,91.07,165.39,142.02,131.42,85.09,1064.30,147.83,4.20,4.54,49.19,40.40,35.55,30.37,26.37,80.36,6,STRONG_UP,OVERBOUGHT
HOLN,Holcim Ltd,SIX,76.26,CHF,1.14,5.45,5.71,-1.60,5.04,-2.23,55.53,177.93,256.41,73.51,2.12,2.17,73.63,71.59,68.93,72.81,70.87,67.81,6,STRONG_UP,NEUTRAL
PRY,Prysmian S.p.A.,MIL,153.90,EUR,-0.52,6.11,27.58,54.82,84.28,77.60,172.21,433.66,636.49,961.24,4.28,4.50,144.75,126.65,115.10,105.09,93.35,73.82,6,STRONG_UP,OVERBOUGHT
CBK,Commerzbank AG,XETR,36.66,EUR,1.38,-0.62,5.10,7.38,6.97,1.89,40.41,462.70,421.03,-59.59,2.60,3.02,35.87,34.82,33.40,34.15,33.52,58.93,6,STRONG_UP,NEUTRAL
LR,Legrand SA,EURONEXT,154.35,EUR,0.03,-6.48,4.22,3.49,18.96,21.78,41.93,77.41,216.78,543.13,1.83,2.50,154.99,149.15,144.09,139.96,137.73,57.04,6,STRONG_UP,NEUTRAL
ELE,Endesa S.A.,BME,37.00,EUR,0.76,1.37,-2.40,15.63,15.30,20.92,47.12,64.15,103.86,87.82,1.78,1.85,37.17,37.53,36.32,33.90,31.18,49.48,6,STRONG_UP,NEUTRAL
ERIC_B,Telefonaktiebolaget LM Ericsson Class B,OMXSTO,118.00,SEK,3.24,6.16,6.79,19.19,26.85,30.24,42.82,6.79,91.25,-83.66,3.29,3.14,111.15,109.02,108.04,101.07,91.63,70.77,6,STRONG_UP,OVERBOUGHT
DANSKE,Danske Bank A/S,OMXCOP,322.60,DKK,0.59,0.19,-1.04,-5.12,8.26,1.29,30.08,176.67,78.73,172.36,1.52,1.78,322.37,323.58,321.76,323.18,300.03,49.17,6,STRONG_UP,NEUTRAL
PRU,Prudential plc,LSE,1156.50,GBX,0.26,-2.69,2.16,6.49,7.03,0.17,31.42,-23.03,-8.36,261.24,1.94,2.35,1136.60,1118.48,1100.50,1128.74,1079.63,58.17,6,STRONG_UP,NEUTRAL
FRES,Fresnillo PLC,LSE,3702.00,GBX,-2.17,6.72,2.83,-1.54,57.40,9.72,269.46,317.46,232.32,598.49,5.45,5.37,3512.60,3499.10,3466.66,3613.71,2914.22,56.18,6,STRONG_UP,NEUTRAL
VOD,Vodafone Group Public Limited Company,LSE,115.95,GBX,0.91,-1.86,0.09,1.53,22.16,17.81,69.77,-17.53,-48.35,138.42,4.23,2.90,116.82,115.97,113.34,109.88,99.21,50.87,6,STRONG_UP,NEUTRAL
ORSTED,Orsted,OMXCOP,162.55,DKK,0.31,-5.60,-1.48,8.37,27.09,32.48,9.33,-65.18,14.69,14.69,3.23,3.26,165.92,162.84,155.56,147.50,136.32,50.83,6,STRONG_UP,NEUTRAL
SUNB,Sunbelt Rentals Holdings Inc,LSE,5668.00,GBX,0.78,1.32,11.57,4.96,4.96,4.96,4.96,4.96,4.96,4.96,3.16,3.61,5484.60,5251.37,5237.60,0.00,0.00,59.09,6,STRONG_UP,NEUTRAL
NTGY,"Naturgy Energy Group, S.A.",BME,27.38,EUR,0.00,3.32,1.41,3.63,0.88,6.04,7.71,27.05,62.01,40.58,1.29,1.84,26.85,26.80,26.23,26.06,26.30,61.29,6,STRONG_UP,NEUTRAL
BPE,BPER Banca S.p.A.,MIL,12.70,EUR,1.68,-1.96,2.97,3.60,19.89,9.45,58.90,533.22,335.19,416.46,1.93,2.44,12.59,12.24,11.74,11.84,10.73,57.58,6,STRONG_UP,NEUTRAL
VWS,Vestas Wind Systems A/S,OMXCOP,190.90,DKK,0.03,-2.95,-2.60,19.46,23.16,7.58,69.61,-16.71,116.69,255.35,3.45,3.73,193.34,192.51,179.60,177.04,155.12,52.09,6,STRONG_UP,NEUTRAL
VIE,Veolia Environnement SA,EURONEXT,34.77,EUR,0.90,-4.37,0.49,4.35,17.70,16.68,16.83,37.64,81.49,9.07,1.40,1.86,35.30,34.98,33.99,32.76,30.97,49.09,6,STRONG_UP,NEUTRAL
NESTE,Neste Corporation,OMXHEX,28.52,EUR,-1.28,-2.96,6.90,35.17,57.13,46.71,198.70,-41.84,196.57,424.91,3.10,4.14,28.73,26.86,26.74,23.55,20.00,56.79,6,STRONG_UP,NEUTRAL
ML,Cie Generale des Etablissements Michelin SA,EURONEXT,31.90,EUR,1.08,-1.05,4.62,-4.95,10.65,12.36,-7.70,2.78,40.54,333.26,1.13,2.01,31.57,31.16,30.65,30.93,30.29,56.98,6,STRONG_UP,NEUTRAL
TEF,Telefonica SA,BME,3.98,EUR,4.38,1.89,4.84,7.10,5.96,13.73,-9.04,0.48,-56.55,-81.74,2.13,2.24,3.87,3.85,3.76,3.63,3.94,62.51,6,STRONG_UP,NEUTRAL
ALFA,Alfa Laval AB,OMXSTO,541.00,SEK,1.20,-2.45,-0.77,4.64,19.48,16.22,30.93,83.45,332.80,2142.49,2.14,2.25,546.02,543.48,533.37,516.03,478.16,49.29,6,STRONG_UP,NEUTRAL
A5G,AIB Group PLC,EURONEXT,9.66,EUR,0.02,-2.87,-0.02,8.26,12.15,5.88,48.76,277.42,23.86,-51.69,1.69,1.91,9.70,9.53,9.29,9.25,8.52,54.03,6,STRONG_UP,NEUTRAL
BAMI,Banco BPM SpA,MIL,13.29,EUR,0.72,3.06,4.52,8.01,0.42,2.04,29.11,392.04,311.63,-76.33,2.14,2.68,12.78,12.59,12.21,12.44,12.35,65.43,6,STRONG_UP,NEUTRAL
TRN,Terna S.p.A.,MIL,9.99,EUR,0.69,-2.86,-2.72,1.07,11.90,10.46,19.36,60.24,107.18,450.19,1.33,1.80,10.06,10.11,9.97,9.67,9.20,47.48,6,STRONG_UP,NEUTRAL
AKRBP,Aker BP ASA,OSL,338.10,NOK,-1.97,-6.37,-3.40,21.10,29.24,32.02,43.08,39.14,363.15,446.05,3.26,3.37,347.27,345.02,336.35,302.04,277.16,48.20,6,STRONG_UP,NEUTRAL
VACN,VAT Group AG,SIX,592.60,CHF,1.93,-1.63,9.38,15.97,83.47,47.78,85.30,135.16,999.44,1039.62,3.08,3.03,595.22,561.30,542.98,508.51,415.20,56.30,6,STRONG_UP,NEUTRAL
