name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
WDAY,"Workday, Inc. Class A",NASDAQ,118.35,USD,1.59,-5.86,-0.65,-18.14,-47.59,-45.01,-55.97,-47.60,66.64,146.30,4.58,4.95,124.00,122.89,127.69,152.38,190.67,43.45,1,DOWN,NEUTRAL
IR,Ingersoll Rand Inc.,NYSE,71.71,USD,0.45,-9.39,-16.87,-26.73,-4.36,-10.17,-14.74,48.28,237.46,237.46,3.00,3.35,75.23,80.67,81.58,85.33,82.24,32.62,1,DOWN,NEUTRAL
EXPE,"Expedia Group, Inc.",NASDAQ,218.57,USD,0.47,-11.59,-10.65,-8.70,-18.06,-22.77,28.63,28.56,94.28,708.55,3.43,3.97,235.55,243.19,239.95,248.02,237.65,36.06,1,DOWN,NEUTRAL
ROL,"Rollins, Inc.",NYSE,53.14,USD,0.61,-1.88,-2.78,-4.51,-8.01,-11.06,-3.10,45.07,337.65,19212.29,1.92,2.09,53.73,54.61,54.66,58.07,57.99,38.84,1,DOWN,NEUTRAL
FICO,Fair Isaac Corporation,NYSE,1076.33,USD,1.10,0.12,6.57,-20.86,-37.41,-36.35,-49.74,121.31,886.20,78442.11,2.75,5.51,1080.21,1049.51,1093.77,1301.26,1452.28,50.59,1,DOWN,NEUTRAL
WRB,W. R. Berkley Corporation,NYSE,66.03,USD,0.92,0.36,-0.59,-8.02,-14.47,-5.36,-8.07,85.02,298.09,40513.17,1.69,2.08,66.20,66.47,66.69,68.24,70.74,47.14,1,DOWN,NEUTRAL
STZ,"Constellation Brands, Inc. Class A",NYSE,141.01,USD,0.35,-6.37,-13.89,-14.02,8.60,1.89,-24.59,-39.88,-12.20,7365.16,2.64,2.71,146.80,154.46,152.84,153.21,148.72,33.85,1,DOWN,NEUTRAL
DXCM,"DexCom, Inc.",NASDAQ,59.31,USD,1.26,-1.74,-5.39,-12.79,0.44,-10.99,-29.09,-28.37,289.68,1863.91,2.92,3.67,60.11,61.69,63.44,66.97,68.30,43.17,1,DOWN,NEUTRAL
DG,Dollar General Corporation,NYSE,103.25,USD,1.47,-11.12,-13.16,-30.24,-0.56,-22.24,18.11,-49.94,26.11,369.32,3.78,3.30,110.47,117.31,122.19,134.23,121.32,27.86,1,DOWN,OVERSOLD
PHM,"PulteGroup, Inc.",NYSE,114.66,USD,1.49,-4.89,-6.02,-18.10,-3.16,-3.20,8.46,96.97,536.27,70911.84,1.90,3.04,116.44,121.00,120.61,125.08,125.52,40.93,1,DOWN,NEUTRAL
ULTA,Ulta Beauty Inc.,NASDAQ,496.30,USD,0.84,-7.47,-6.47,-28.07,-6.37,-18.12,20.28,51.32,142.27,1403.94,2.48,2.72,517.13,534.54,544.44,602.20,567.71,33.13,1,DOWN,NEUTRAL
VLTO,Veralto Corporation,NYSE,86.00,USD,0.17,-0.82,-5.75,-9.54,-13.12,-13.32,-14.21,11.33,11.33,11.33,1.72,2.43,87.16,88.69,89.08,93.59,98.60,40.92,1,DOWN,NEUTRAL
LEN,Lennar Corporation Class A,NYSE,85.94,USD,1.15,-4.88,-4.29,-29.44,-29.26,-16.57,-23.13,-13.55,97.17,15249.84,1.92,2.91,86.95,89.39,91.17,102.00,113.85,41.53,1,DOWN,NEUTRAL
WSM,"Williams-Sonoma, Inc.",NYSE,172.82,USD,0.44,-7.59,-10.95,-19.47,-6.23,-5.40,-0.15,101.00,561.64,33228.74,2.99,3.33,178.43,186.39,184.91,194.47,193.42,36.51,1,DOWN,NEUTRAL
RL,Ralph Lauren Corporation Class A,NYSE,332.51,USD,0.27,-10.78,-12.21,-8.47,0.89,-6.33,23.54,145.05,288.27,935.07,3.02,3.07,350.50,364.23,354.55,358.40,340.34,36.66,1,DOWN,NEUTRAL
GPN,Global Payments Inc.,NYSE,67.56,USD,0.82,-2.79,-1.39,-6.62,-10.05,-12.94,-18.32,-65.77,-8.81,1701.60,2.34,3.46,69.45,68.79,69.46,72.69,77.65,43.33,1,DOWN,NEUTRAL
DLTR,"Dollar Tree, Inc.",NASDAQ,87.95,USD,1.32,-8.47,-13.11,-30.10,-15.04,-28.32,2.66,-21.00,13.08,7425.11,3.47,3.99,92.37,99.18,103.52,115.24,110.32,31.10,1,DOWN,NEUTRAL
IP,International Paper Company,NYSE,32.20,USD,0.69,-4.51,-12.55,-34.54,-13.23,-18.52,-32.97,-45.61,-19.05,346.89,2.33,4.03,32.40,34.14,35.17,39.10,41.55,41.99,1,DOWN,NEUTRAL
WY,Weyerhaeuser Company,NYSE,23.13,USD,0.11,-3.97,-7.05,-15.91,3.42,-2.55,-13.00,-39.51,-24.77,775.39,1.76,2.38,23.56,24.32,24.09,24.78,24.43,36.46,1,DOWN,NEUTRAL
PTC,PTC Inc.,NASDAQ,141.48,USD,0.48,-8.12,5.14,-9.07,-18.69,-18.85,-16.92,10.93,302.85,7661.15,2.46,2.81,141.58,139.62,144.28,153.83,175.23,50.03,1,DOWN,NEUTRAL
DECK,Deckers Outdoor Corporation,NYSE,95.71,USD,1.90,-9.02,-12.16,-18.63,16.05,-8.49,-26.00,70.73,1044.08,8734.84,2.25,2.95,98.51,103.88,102.92,105.76,103.18,37.96,1,DOWN,NEUTRAL
COO,"Cooper Companies, Inc.",NASDAQ,59.98,USD,0.86,-2.65,-16.54,-27.94,-15.72,-26.93,-26.33,-38.31,51.50,737.82,2.11,2.61,60.57,65.60,68.22,75.27,73.60,29.23,1,DOWN,OVERSOLD
JKHY,"Jack Henry & Associates, Inc.",NASDAQ,141.00,USD,-0.30,-0.98,-6.99,-15.49,-14.76,-22.49,-20.94,-10.43,68.14,37498.40,2.37,2.41,146.14,151.22,156.19,166.20,164.28,30.93,1,DOWN,NEUTRAL
TAP,Molson Coors Beverage Company Class B,NYSE,41.94,USD,1.26,-1.64,-5.67,-21.36,-10.67,-10.78,-23.77,-28.27,-57.62,175.02,2.04,2.52,41.95,43.14,43.22,46.07,46.73,44.48,1,DOWN,NEUTRAL
HSIC,"Henry Schein, Inc.",NASDAQ,70.16,USD,1.02,-3.30,-8.03,-14.21,-3.54,-7.26,-0.25,-13.00,4.29,1473.51,2.54,2.99,71.20,74.71,74.72,76.38,72.59,37.09,1,DOWN,NEUTRAL
NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,16.74,USD,4.23,-6.48,-19.05,-27.78,-8.57,-25.67,-13.44,-41.12,-64.42,-33.31,3.27,4.44,17.04,18.62,19.04,20.94,21.80,40.34,1,DOWN,NEUTRAL
TECH,Bio-Techne Corporation,NASDAQ,45.41,USD,1.16,-3.78,-21.75,-27.71,-23.59,-22.79,-11.17,-54.68,77.68,41417.71,4.49,6.03,49.83,53.92,53.27,58.05,57.86,35.97,1,DOWN,NEUTRAL
HD,"Home Depot, Inc.",NYSE,305.23,USD,0.89,-6.09,-10.49,-22.44,-16.58,-11.12,-17.93,-4.91,128.06,869055.42,1.97,2.17,314.45,328.58,332.14,351.87,368.19,34.37,0,DOWN,NEUTRAL
IBM,International Business Machines Corporation,NYSE,216.39,USD,0.82,-4.88,-9.36,-19.94,-27.87,-27.28,-16.00,56.85,53.44,1377.11,2.42,2.58,225.13,235.73,240.28,262.41,270.57,34.57,0,DOWN,NEUTRAL
ISRG,"Intuitive Surgical, Inc.",NASDAQ,434.07,USD,0.42,-4.19,-5.62,-12.51,-22.42,-23.41,-22.90,57.13,521.00,21603.78,3.26,3.10,443.51,456.43,464.49,496.17,497.35,38.83,0,DOWN,NEUTRAL
ABT,Abbott Laboratories,NYSE,84.73,USD,1.08,-1.84,-15.60,-25.18,-34.46,-32.05,-34.47,-28.19,125.36,51364.02,2.37,2.48,85.73,93.31,98.81,107.90,118.76,30.53,0,DOWN,NEUTRAL
CRM,"Salesforce, Inc.",NYSE,166.26,USD,0.26,-9.93,-5.11,-10.59,-30.23,-37.26,-43.35,-23.24,116.86,4333.73,2.84,3.43,178.65,179.10,184.36,203.14,224.64,37.16,0,DOWN,NEUTRAL
BKNG,Booking Holdings Inc.,NASDAQ,157.52,USD,1.61,-6.37,-11.63,-7.94,-22.51,-26.49,-25.11,74.13,207.19,710.29,3.08,3.61,163.93,174.03,173.38,183.47,197.56,37.30,0,DOWN,NEUTRAL
SPGI,"S&P Global, Inc.",NYSE,411.49,USD,1.22,-2.61,-4.55,5.50,-18.04,-21.14,-20.41,8.54,292.91,13760.72,2.42,2.42,421.03,429.83,428.45,458.35,485.15,38.49,0,DOWN,NEUTRAL
DHR,Danaher Corporation,NYSE,167.03,USD,0.63,-5.01,-14.61,-23.70,-23.78,-27.00,-15.34,-25.56,154.46,27939.51,2.33,2.63,171.14,183.09,186.23,205.10,207.48,28.09,0,DOWN,OVERSOLD
ACN,Accenture Plc Class A,NYSE,163.07,USD,2.15,-7.39,-15.39,-29.18,-33.65,-39.33,-49.28,-43.31,41.04,979.93,4.59,3.52,173.90,183.79,190.25,220.88,235.57,31.42,0,DOWN,NEUTRAL
MDT,Medtronic Plc,NYSE,76.30,USD,0.12,-2.17,-13.30,-24.55,-20.36,-20.55,-10.13,-39.18,-5.41,24239.90,2.25,2.24,77.17,82.41,84.66,91.79,93.51,32.79,0,DOWN,NEUTRAL
NOW,"ServiceNow, Inc.",NYSE,86.76,USD,-0.33,-5.87,-4.39,-14.87,-48.48,-43.32,-58.17,-5.59,542.10,1726.53,3.29,4.51,90.33,92.62,100.17,112.94,145.28,39.96,0,DOWN,NEUTRAL
BSX,Boston Scientific Corporation,NYSE,53.41,USD,0.66,-6.03,-15.89,-27.21,-48.84,-44.20,-48.14,28.70,138.76,1156.71,2.61,3.32,54.98,59.61,63.36,74.98,87.72,31.95,0,DOWN,NEUTRAL
MRSH,"Marsh & McLennan Companies, Inc.",NYSE,159.94,USD,0.50,-1.79,-7.28,-7.03,-13.35,-13.27,-28.63,19.26,150.56,155379.59,2.08,2.40,163.85,170.34,171.96,177.40,185.72,36.24,0,DOWN,NEUTRAL
SHW,Sherwin-Williams Company,NYSE,308.13,USD,0.58,-5.70,-8.02,-16.72,-8.61,-4.68,-13.58,7.58,213.88,61526.00,1.81,2.62,314.04,325.36,323.32,336.80,340.87,38.26,0,DOWN,NEUTRAL
CTAS,Cintas Corporation,NASDAQ,164.78,USD,0.76,-2.34,-6.20,-17.71,-12.45,-12.15,-23.13,86.25,619.35,69181.21,2.02,2.15,167.05,172.52,177.59,185.65,191.93,34.68,0,DOWN,NEUTRAL
DASH,"DoorDash, Inc. Class A",NASDAQ,150.70,USD,1.09,-17.12,-5.66,-14.69,-23.38,-34.40,-23.57,20.56,-17.20,-17.20,3.88,4.61,163.01,167.47,165.18,183.00,213.45,35.90,0,DOWN,NEUTRAL
NKE,"NIKE, Inc. Class B",NYSE,42.65,USD,0.74,-3.17,-0.79,-31.57,-34.32,-33.36,-31.26,-68.71,-25.52,23637.01,1.97,2.31,43.27,44.15,47.93,55.48,62.57,34.46,0,DOWN,NEUTRAL
AJG,Arthur J. Gallagher & Co.,NYSE,195.75,USD,1.95,0.76,-11.52,-4.60,-24.19,-23.87,-41.49,34.25,315.96,10516.95,2.73,2.88,200.24,212.36,212.96,227.53,253.38,34.54,0,DOWN,NEUTRAL
VST,Vistra Corp.,NYSE,142.43,USD,-0.13,-12.64,-12.30,-11.39,-14.80,-13.09,-8.99,778.11,840.13,840.13,3.76,4.13,152.04,156.17,156.84,160.08,176.04,37.12,0,DOWN,NEUTRAL
IDXX,"IDEXX Laboratories, Inc.",NASDAQ,530.13,USD,0.27,-8.77,-7.51,-18.63,-23.82,-21.64,4.56,0.66,508.92,55979.84,2.94,3.33,552.98,566.81,572.67,621.93,641.62,36.08,0,DOWN,NEUTRAL
PYPL,"PayPal Holdings, Inc.",NASDAQ,45.36,USD,0.29,-2.30,-5.38,12.60,-29.25,-22.69,-37.57,-81.50,15.24,19.37,2.01,2.72,46.63,47.97,46.84,49.04,57.96,38.99,0,DOWN,NEUTRAL
PEG,Public Service Enterprise Group Inc,NYSE,76.81,USD,-0.54,-2.70,-5.45,-8.73,-6.77,-4.93,-1.09,22.61,67.66,608.97,1.63,2.04,78.50,80.26,81.06,81.34,82.01,37.77,0,DOWN,NEUTRAL
ROP,"Roper Technologies, Inc.",NASDAQ,316.95,USD,0.22,-9.51,-10.98,-5.24,-29.08,-28.73,-44.67,-27.65,79.40,15747.50,3.14,2.66,340.20,351.42,352.18,369.94,430.17,24.94,0,DOWN,OVERSOLD
ZTS,"Zoetis, Inc. Class A",NYSE,75.05,USD,0.96,-17.22,-37.25,-43.35,-38.01,-40.63,-53.09,-56.43,61.92,138.25,5.35,3.44,92.37,109.75,112.97,119.52,129.46,13.19,0,DOWN,OVERSOLD
RMD,ResMed Inc.,NYSE,202.20,USD,-0.08,-3.37,-11.68,-20.91,-19.13,-16.36,-18.48,3.69,251.10,26860.00,2.23,2.57,205.27,217.72,223.63,239.08,252.89,33.80,0,DOWN,NEUTRAL
FISV,"Fiserv, Inc.",NASDAQ,53.15,USD,1.48,-5.72,-9.88,-15.01,-16.96,-21.30,-72.11,-53.16,2.50,19079.56,2.64,2.94,56.54,58.95,58.41,61.40,84.44,33.65,0,DOWN,NEUTRAL
OTIS,Otis Worldwide Corporation,NYSE,73.50,USD,0.35,-4.34,-9.91,-18.32,-18.89,-15.74,-24.14,-5.35,83.74,83.74,2.26,2.48,75.24,77.93,79.36,84.53,86.74,34.29,0,DOWN,NEUTRAL
NRG,"NRG Energy, Inc.",NYSE,131.28,USD,0.15,-12.98,-23.69,-19.07,-18.59,-18.75,-15.17,282.74,746.97,1281.89,3.55,4.08,143.32,153.71,152.98,156.33,159.23,31.19,0,DOWN,NEUTRAL
XYL,Xylem Inc.,NYSE,109.97,USD,0.88,-7.33,-14.67,-14.05,-24.99,-19.31,-13.09,-6.54,154.27,367.96,1.95,2.62,113.71,120.09,120.42,128.30,135.88,33.76,0,DOWN,NEUTRAL
VEEV,Veeva Systems Inc Class A,NYSE,155.72,USD,-0.01,-7.97,-4.39,-13.42,-45.76,-30.30,-35.50,-37.83,468.53,309.79,2.96,3.63,164.51,163.76,171.59,188.61,231.98,38.38,0,DOWN,NEUTRAL
WTW,Willis Towers Watson Public Limited Company,NASDAQ,242.95,USD,0.34,-3.75,-15.38,-13.62,-25.38,-25.81,-20.24,-8.11,97.33,455.84,2.60,2.93,252.89,276.85,282.39,299.72,314.21,27.17,0,DOWN,OVERSOLD
EXE,Expand Energy Corporation,NASDAQ,94.97,USD,-0.72,-0.84,-2.27,-8.46,-18.62,-13.65,-15.39,93.81,120.85,120.85,1.67,2.34,97.47,98.02,102.16,104.40,104.91,38.11,0,DOWN,NEUTRAL
CTSH,Cognizant Technology Solutions Corporation Class A,NASDAQ,46.60,USD,1.36,-9.36,-23.48,-33.82,-36.47,-43.85,-42.38,-34.38,-23.99,22266.33,3.75,3.29,50.07,55.83,58.22,67.80,69.87,20.66,0,DOWN,OVERSOLD
FIS,"Fidelity National Information Services, Inc.",NYSE,42.65,USD,0.11,-6.95,-8.86,-11.93,-35.37,-35.87,-45.06,-71.39,-41.00,225.08,3.19,2.95,44.78,46.05,47.28,52.43,59.91,35.19,0,DOWN,NEUTRAL
VRSK,"Verisk Analytics, Inc.",NASDAQ,161.63,USD,0.10,-5.30,-3.23,-6.49,-25.85,-27.17,-46.11,-7.67,109.59,498.65,2.97,3.58,171.57,175.57,184.67,196.00,219.08,33.69,0,DOWN,NEUTRAL
MTD,Mettler-Toledo International Inc.,NYSE,1036.48,USD,1.07,-22.30,-23.11,-25.24,-25.76,-25.91,-12.02,-18.69,181.49,7270.52,4.55,3.39,1181.49,1259.62,1247.14,1326.47,1332.97,27.06,0,DOWN,OVERSOLD
CHTR,"Charter Communications, Inc. Class A",NASDAQ,146.53,USD,2.43,-6.07,-34.81,-39.65,-28.25,-30.04,-64.00,-79.33,-35.91,301.49,3.62,6.29,155.22,194.56,204.33,209.27,226.80,28.70,0,DOWN,OVERSOLD
EFX,Equifax Inc.,NYSE,162.34,USD,1.50,-6.64,-13.10,-17.74,-21.46,-25.03,-40.56,-32.03,32.59,10617.97,3.17,3.62,169.76,178.01,180.70,193.97,213.02,34.53,0,DOWN,NEUTRAL
BRO,"Brown & Brown, Inc.",NYSE,54.70,USD,0.59,-3.63,-17.93,-20.60,-31.97,-31.43,-49.94,4.43,211.68,30668.37,2.57,2.94,56.40,63.00,64.79,69.94,79.14,27.34,0,DOWN,OVERSOLD
GIS,"General Mills, Inc.",NYSE,33.88,USD,0.80,-2.36,-1.68,-30.79,-29.21,-27.11,-36.90,-46.31,-47.38,3702.17,2.44,2.45,34.46,35.17,36.65,41.17,44.84,38.43,0,DOWN,NEUTRAL
BR,"Broadridge Financial Solutions, Inc.",NYSE,145.45,USD,1.06,-4.88,-7.84,-12.80,-35.53,-34.83,-38.58,-10.65,135.28,708.06,3.01,3.04,150.45,156.05,163.32,182.44,210.67,31.88,0,DOWN,NEUTRAL
TSCO,Tractor Supply Company,NASDAQ,30.38,USD,1.78,-6.81,-32.88,-44.32,-45.74,-39.20,-41.79,-19.40,65.02,10583.08,2.94,3.75,31.48,38.26,41.83,47.10,51.87,20.23,0,DOWN,OVERSOLD
LDOS,"Leidos Holdings, Inc.",NYSE,124.95,USD,0.63,-6.64,-20.88,-28.69,-34.62,-30.43,-19.76,21.52,154.95,167.58,3.10,3.38,133.67,146.84,154.52,169.92,177.65,20.84,0,DOWN,OVERSOLD
NVR,"NVR, Inc.",NYSE,5720.10,USD,-1.30,-8.90,-15.18,-29.81,-21.64,-21.51,-22.86,15.84,247.52,1760.20,2.63,3.13,5991.56,6459.95,6526.82,7048.26,7403.83,28.82,0,DOWN,OVERSOLD
LULU,lululemon athletica inc.,NASDAQ,122.67,USD,1.20,-7.86,-24.55,-30.62,-26.02,-41.37,-60.53,-60.62,102.83,881.36,2.29,3.19,128.49,146.78,152.27,171.82,176.54,27.91,0,DOWN,OVERSOLD
GPC,Genuine Parts Company,NYSE,99.83,USD,0.98,-5.32,-8.82,-33.44,-21.91,-18.91,-17.12,-24.36,3.66,4141.14,2.06,2.71,102.91,106.68,106.27,118.54,125.88,36.24,0,DOWN,NEUTRAL
CSGP,"CoStar Group, Inc.",NASDAQ,32.30,USD,1.03,-5.22,-12.25,-32.31,-52.74,-51.87,-57.03,-60.75,63.22,3488.89,3.67,4.44,33.71,36.55,39.31,48.47,63.87,30.60,0,DOWN,NEUTRAL
TRMB,Trimble Inc.,NASDAQ,55.59,USD,1.26,-14.08,-16.96,-15.44,-27.38,-29.51,-22.28,-26.76,135.35,3114.83,3.67,3.12,61.64,65.14,65.71,69.00,74.78,24.42,0,DOWN,OVERSOLD
CDW,CDW Corporation,NASDAQ,100.64,USD,0.24,-8.10,-23.88,-25.44,-30.86,-26.65,-47.25,-40.06,142.39,470.52,4.45,4.22,113.50,125.76,123.31,127.12,141.60,25.64,0,DOWN,OVERSOLD
J,Jacobs Solutions Inc.,NYSE,108.75,USD,1.38,-14.39,-13.60,-23.65,-27.81,-18.02,-10.43,-4.72,166.23,31968.59,4.33,3.46,121.12,125.21,127.07,132.56,140.09,29.58,0,DOWN,OVERSOLD
TYL,"Tyler Technologies, Inc.",NYSE,298.01,USD,-0.19,-8.20,-8.49,-6.87,-35.89,-33.87,-47.28,-24.53,98.67,8050.70,3.44,3.96,318.54,330.44,337.42,366.36,440.15,32.61,0,DOWN,NEUTRAL
MKC,"McCormick & Company, Incorporated",NYSE,46.26,USD,1.45,-3.79,-13.65,-34.41,-30.14,-32.21,-37.84,-48.50,-5.95,5433.90,2.63,2.75,47.72,50.50,52.81,59.99,63.65,31.20,0,DOWN,NEUTRAL
PNR,Pentair plc,NYSE,74.59,USD,1.31,-7.04,-18.23,-26.25,-29.21,-28.43,-23.93,8.93,92.19,32786.15,2.55,2.98,76.91,84.63,86.21,94.44,100.83,29.50,0,DOWN,OVERSOLD
BBY,"Best Buy Co., Inc.",NYSE,56.71,USD,2.14,-3.39,-6.90,-15.47,-26.50,-15.89,-22.76,-52.97,83.35,33925.32,2.80,3.04,57.86,61.20,62.15,64.60,69.94,38.30,0,DOWN,NEUTRAL
APTV,Aptiv PLC,NYSE,55.05,USD,1.54,-3.70,-8.00,-22.98,-18.41,-15.43,-5.06,-52.98,11.78,265.08,2.85,3.44,56.63,58.71,59.14,63.27,65.27,39.57,0,DOWN,NEUTRAL
ALLE,Allegion Public Limited Company,NYSE,131.72,USD,0.83,-3.59,-10.26,-27.21,-19.35,-17.28,-7.38,-5.60,99.33,168.87,1.75,2.38,133.28,139.96,142.39,153.56,161.28,36.15,0,DOWN,NEUTRAL
HRL,Hormel Foods Corporation,NYSE,20.14,USD,1.16,-2.26,-1.08,-15.91,-11.43,-15.38,-30.86,-56.77,-49.47,17086.06,2.10,2.43,20.52,21.02,21.79,23.03,23.89,36.49,0,DOWN,NEUTRAL
PODD,Insulet Corporation,NASDAQ,150.29,USD,0.98,-1.83,-24.62,-40.32,-54.99,-47.35,-52.04,-34.69,452.34,784.07,4.51,4.79,159.15,182.68,199.86,233.20,276.22,30.28,0,DOWN,NEUTRAL
DPZ,"Domino's Pizza, Inc.",NASDAQ,309.05,USD,0.18,-4.81,-15.90,-19.57,-24.51,-25.83,-36.06,-27.83,152.78,2522.74,2.99,2.85,322.15,349.87,361.96,383.39,406.70,28.65,0,DOWN,OVERSOLD
WYNN,"Wynn Resorts, Limited",NASDAQ,97.22,USD,1.05,-9.76,-5.89,-16.18,-19.49,-19.04,0.44,-22.49,8.21,647.85,3.26,2.99,102.25,104.36,103.06,108.99,115.19,36.52,0,DOWN,NEUTRAL
ERIE,Erie Indemnity Company Class A,NASDAQ,214.59,USD,0.91,0.60,-17.87,-23.32,-25.66,-24.71,-40.29,5.11,121.36,1227.37,2.65,3.85,215.59,235.13,239.76,259.59,289.29,37.19,0,DOWN,NEUTRAL
TTD,"Trade Desk, Inc. Class A",NASDAQ,20.56,USD,0.34,-14.62,-3.61,-24.77,-51.22,-46.17,-73.53,-59.70,615.13,615.13,6.49,5.28,22.72,22.49,23.45,27.61,38.85,36.70,0,DOWN,NEUTRAL
IT,"Gartner, Inc.",NYSE,144.29,USD,-0.12,-5.91,-7.67,-11.04,-37.49,-42.37,-67.86,-36.98,48.08,4517.28,4.78,4.13,150.66,151.50,154.95,179.39,212.70,39.87,0,DOWN,NEUTRAL
AOS,A. O. Smith Corporation,NYSE,57.60,USD,1.09,-5.90,-14.11,-28.58,-12.53,-14.11,-17.48,-19.78,46.88,5216.87,2.14,2.94,58.92,62.90,64.37,68.90,69.23,32.07,0,DOWN,NEUTRAL
BLDR,"Builders FirstSource, Inc.",NYSE,72.69,USD,0.51,-10.58,-16.95,-42.97,-29.68,-29.35,-40.42,52.61,541.01,340.01,3.33,4.67,75.35,82.41,84.09,98.95,110.78,34.07,0,DOWN,NEUTRAL
FDS,FactSet Research Systems Inc.,NYSE,203.40,USD,0.76,-3.56,-10.88,4.74,-26.67,-29.51,-54.99,-38.69,34.91,4847.52,4.22,4.19,217.12,224.56,218.37,235.25,274.62,37.08,0,DOWN,NEUTRAL
MOS,Mosaic Company,NYSE,22.50,USD,-1.23,-4.46,-8.20,-27.42,-11.33,-6.64,-34.27,-38.25,-10.11,95.65,4.63,3.60,22.75,23.95,25.02,26.11,28.07,39.95,0,DOWN,NEUTRAL
