ticker-view,name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
[object Object],INTC,Intel Corporation,NASDAQ,119.84,USD,1.13,9.16,76.40,173.05,257.62,217.29,478.10,112.41,292.92,297048.52,7.48,7.49,117.13,95.29,76.44,61.14,47.17,68.18,3,SIDEWAYS,NEUTRAL
[object Object],IBKR,"Interactive Brokers Group, Inc. Class A",NASDAQ,81.35,USD,-2.96,-6.57,4.21,10.47,32.19,24.37,57.86,385.53,759.71,886.06,3.07,3.01,84.84,81.51,76.03,74.16,69.99,49.63,3,SIDEWAYS,NEUTRAL
[object Object],MO,"Altria Group, Inc.",NYSE,73.90,USD,0.26,1.21,13.97,8.66,26.56,28.17,24.41,47.24,16.21,64795.15,1.45,2.12,72.42,69.38,68.01,65.87,64.20,64.47,3,SIDEWAYS,NEUTRAL
[object Object],WMB,"Williams Companies, Inc.",NYSE,78.47,USD,1.23,0.86,10.43,8.41,32.93,30.54,35.71,196.22,256.20,3297.22,2.21,2.29,77.10,74.10,73.74,70.76,65.29,63.13,3,SIDEWAYS,NEUTRAL
[object Object],FCX,"Freeport-McMoRan, Inc.",NYSE,61.99,USD,-0.51,-0.32,-10.66,-0.09,55.64,19.85,64.52,49.59,443.30,406.04,4.09,3.88,63.11,63.05,61.26,61.23,52.15,49.87,3,SIDEWAYS,NEUTRAL
[object Object],SLB,SLB Limited,NYSE,57.28,USD,0.05,3.26,7.07,11.37,62.87,49.13,70.58,77.50,-24.13,8022.61,2.65,2.70,56.28,54.89,52.77,50.40,43.01,62.57,3,SIDEWAYS,NEUTRAL
[object Object],MDLZ,"Mondelez International, Inc. Class A",NASDAQ,61.76,USD,0.42,0.32,9.93,5.32,10.82,14.50,-4.98,-2.42,41.72,199.66,1.99,2.04,61.41,59.75,58.85,58.41,58.93,60.22,3,SIDEWAYS,NEUTRAL
[object Object],BKR,Baker Hughes Company Class A,NASDAQ,66.06,USD,0.40,2.24,8.35,6.50,37.71,44.49,80.69,158.86,110.13,406.69,2.89,2.90,65.43,64.96,63.23,59.99,53.39,53.89,3,SIDEWAYS,NEUTRAL
[object Object],D,Dominion Energy Inc,NYSE,67.67,USD,-0.91,7.65,9.91,2.53,10.66,14.87,20.48,-12.68,-3.74,516.93,2.49,2.02,65.23,63.43,62.85,62.30,61.30,65.87,3,SIDEWAYS,NEUTRAL
[object Object],O,Realty Income Corporation,NYSE,62.02,USD,-0.34,0.08,-3.47,-5.79,9.79,10.06,12.29,-4.61,7.91,700.56,1.19,1.41,61.98,63.09,62.71,62.62,60.48,45.46,3,SIDEWAYS,NEUTRAL
[object Object],CARR,Carrier Global Corp.,NYSE,63.14,USD,1.54,-4.01,1.28,0.25,24.10,18.89,-12.28,42.95,426.17,426.17,3.54,3.40,64.33,63.69,61.13,60.35,59.51,48.96,3,SIDEWAYS,NEUTRAL
