ticker-view,name,description,exchange,close,type,typespecs,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,AnalystRating,AnalystRating.tr,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,TechRating_1D,TechRating_1D.tr,MARating_1D,MARating_1D.tr,OsRating_1D,OsRating_1D.tr,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,candlestick_patterns_1D,premarket_close,premarket_change,premarket_gap,premarket_volume,gap,volume,volume_change,postmarket_close,postmarket_change,postmarket_volume,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,SMA10,SMA30,SMA50,SMA100,SMA200,price_target_average,price_target_high,price_target_low,price_target_median,earnings_per_share_forecast_next_fy,earnings_per_share_forecast_fq,earnings_per_share_forecast_next_fq,revenue_forecast_next_fy,revenue_forecast_fq,revenue_forecast_next_fq
[object Object],NVDA,NVIDIA Corporation,NASDAQ,209.66,stock,common,100.00,1.00,false,0.00,USD,-1.59,166400788.00,1.62,5073772072677.87,USD,32.11,6.53,110.33,0.13,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,-1.59,-5.42,0.70,-0.76,15.67,10.44,16.44,844.41,13435.18,479120.67,2.45,2.70,Sell,Sell,Sell,Sell,Neutral,Neutral,46.29,-14.43,2.45,-49.20,15.22,23.34,0.00,212.64,-0.19,0.34,1947585.00,-0.19,166400788.00,36.05,218.17,4.06,44486988.00,16.73,32.11,0.30,20.50,25.98,40.70,42.95,63.47,5006014072677.87,19.75,30.85,30.25,217.55,211.44,207.75,207.68,195.53,317.28,743.10,180.00,300.00,9.06,2.09,2.38,396229458340.00,92270936574.00,104863222291.00
[object Object],AAPL,Apple Inc.,NASDAQ,313.45,stock,common,100.00,1.00,false,0.00,USD,1.15,33723437.00,0.84,4574545532950.23,USD,35.93,8.72,32.61,0.34,Electronic technology,america,Electronic Technology,Buy,Buy,1.15,1.07,-6.30,0.89,14.90,15.13,38.16,111.29,1067.52,244118.84,1.97,2.09,Buy,Buy,StrongBuy,Strong buy,Buy,Buy,51.43,11.20,-5.09,40.37,54.08,50.25,0.00,310.24,0.11,-0.00,187874.00,0.13,33723437.00,30.36,312.01,-0.46,6419000.00,32.90,35.93,1.09,9.77,42.59,31.44,33.74,73.92,4596490532950.23,9.85,29.68,27.37,309.80,317.41,311.22,298.76,282.12,333.10,400.00,245.00,340.00,8.83,1.89,1.98,477397859987.00,109038899874.00,113205172516.00
[object Object],GOOG,Alphabet Inc. Class C,NASDAQ,339.10,stock,common,100.00,1.00,false,0.00,USD,-1.23,16023548.00,1.13,4171158130016.85,USD,17.04,19.91,112.02,0.25,Technology services,america,Technology Services,StrongBuy,Strong buy,-1.23,-0.21,4.42,-11.66,11.57,6.77,62.74,137.77,781.92,1097.24,1.73,2.51,Sell,Sell,StrongSell,Strong sell,Sell,Sell,44.18,-3.27,-5.10,-65.65,19.98,17.06,0.00,342.94,-0.12,-0.10,114728.00,-0.05,16023548.00,14.20,338.84,-0.08,2045854.00,68.26,17.04,0.15,9.47,6.66,22.48,78.35,17.21,4064055576016.85,9.11,26.81,22.91,341.89,344.67,349.06,355.00,332.96,426.34,515.00,340.00,425.00,20.56,2.88,3.02,497557148778.00,116425581881.00,126555387860.00
[object Object],GOOGL,Alphabet Inc. Class A,NASDAQ,342.00,stock,common,100.00,1.00,false,0.00,USD,-1.43,20168014.00,0.99,4162938206159.75,USD,17.18,19.91,112.02,0.24,Technology services,america,Technology Services,StrongBuy,Strong buy,-1.43,-0.13,5.22,-11.86,12.45,7.92,64.81,141.27,763.64,13565.38,1.85,2.62,Sell,Sell,StrongSell,Strong sell,Sell,Sell,45.19,-1.54,-3.51,-59.36,23.47,19.61,0.00,346.63,-0.10,-0.06,186254.00,-0.10,20168014.00,-2.33,341.54,-0.13,3038530.00,68.26,17.18,0.16,9.57,6.72,22.67,79.02,17.36,4055835652159.75,9.09,26.76,22.87,344.77,346.16,350.77,357.25,333.98,426.68,515.00,340.00,425.00,20.56,2.88,3.02,497533975686.00,116445882659.00,126561129623.00
[object Object],MSFT,Microsoft Corporation,NASDAQ,496.37,stock,common,100.00,1.00,false,0.00,USD,0.95,20074958.00,0.91,3685817911187.00,USD,27.66,17.95,31.55,0.72,Technology services,america,Technology Services,StrongBuy,Strong buy,0.95,3.40,27.25,20.19,26.99,2.47,-1.58,64.91,757.58,510447.92,1.63,2.46,StrongBuy,Strong buy,StrongBuy,Strong buy,Neutral,Neutral,67.44,3.94,38.21,41.56,40.04,29.40,0.00,487.62,-0.83,-0.49,86076.00,-0.79,20074958.00,2.85,496.44,0.01,4105438.00,-2.16,27.66,0.87,11.03,8.33,20.20,55.15,48.08,3737787911187.00,11.26,24.08,18.81,487.83,456.19,425.74,419.03,431.10,563.92,700.00,400.00,550.00,19.72,4.24,4.71,390636922968.00,87619545211.00,90594344033.00
[object Object],AMZN,"Amazon.com, Inc.",NASDAQ,260.28,stock,common,100.00,1.00,false,0.00,USD,-0.30,21170421.00,0.66,2807461899604.24,USD,20.94,12.43,89.73,0.00,Retail trade,america,Retail Trade,StrongBuy,Strong buy,-0.30,-0.22,10.44,-4.40,25.84,12.51,14.61,57.79,588.57,213464.83,1.59,2.45,Neutral,Neutral,Buy,Buy,Neutral,Neutral,50.88,-7.00,3.99,-54.24,17.00,14.22,0.00,261.30,0.09,-0.14,164218.00,0.08,21170421.00,-17.14,262.23,0.75,3469516.00,15.44,20.94,0.23,3.67,5.09,17.58,0.00,23.02,2926185899604.24,3.77,29.74,16.86,261.65,257.21,250.88,253.19,238.53,329.63,405.00,230.00,327.00,12.64,1.82,1.96,828413224917.00,197034781840.00,202001447472.00
[object Object],TSM,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",NYSE,417.69,dr,0.00,100.00,1.00,false,0.00,USD,0.07,7302087.00,0.78,1951898306371.88,USD,30.15,13.86,57.78,0.66,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,0.07,-0.11,2.86,-1.07,12.85,33.88,76.71,254.03,1358.92,7905.15,1.97,2.72,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,50.04,-11.46,0.97,1.70,32.12,32.73,spinning_top_black,418.00,0.14,0.38,116707.00,0.25,7302087.00,3.58,422.09,1.05,733442.00,96.15,30.15,0.52,15.16,10.73,24.55,54.29,19.61,1876312904648.52,13.14,23.53,18.41,419.35,412.92,423.69,411.98,368.22,545.45,650.00,440.00,536.00,16.70,3.81,4.38,168593353484.00,39834731029.00,45052548398.00
[object Object],SPCX,Space Exploration Technologies Corp,NASDAQ,139.63,stock,common,100.00,1.00,false,0.00,USD,1.22,60409431.00,0.62,1894928362178.43,USD,0.00,0.00,0.00,0.00,Communications,america,Communications,Buy,Buy,1.22,-3.68,23.02,-6.91,-6.91,-6.91,-6.91,-6.91,-6.91,-6.91,4.16,7.42,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,53.52,-6.52,7.56,47.66,70.51,69.58,0.00,137.00,-0.69,0.04,1130697.00,-0.69,60409431.00,13.82,140.40,0.55,2363433.00,0.00,0.00,0.00,0.00,14.46,0.00,0.00,18.36,1834417362178.43,0.00,0.00,0.00,139.41,127.28,139.79,0.00,0.00,226.26,800.00,75.00,217.00,0.00,-0.23,0.14,0.00,6826708501.00,12791862888.00
[object Object],AVGO,Broadcom Inc.,NASDAQ,355.59,stock,common,100.00,1.00,false,0.00,USD,-0.32,18854555.00,0.89,1691747853669.93,USD,59.20,6.01,125.81,0.71,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,-0.32,-4.51,-8.78,-15.56,14.45,0.80,20.81,636.21,1925.92,21450.91,2.21,3.43,StrongSell,Strong sell,StrongSell,Strong sell,Sell,Sell,34.35,-60.46,-27.85,-116.65,3.36,5.82,0.00,356.73,-0.00,0.61,181022.00,0.11,18854555.00,4.66,357.51,0.54,2337166.00,21.08,59.20,0.47,23.05,19.29,51.57,52.92,88.34,1737026853669.93,23.02,52.15,41.30,374.93,389.12,386.69,397.36,369.22,534.10,675.00,400.00,527.50,11.59,2.40,3.22,105736596897.00,22130302985.00,29240913570.00
[object Object],META,Meta Platforms Inc Class A,NASDAQ,576.14,stock,common,100.00,1.00,false,0.00,USD,1.07,31252864.00,2.11,1467720152594.64,USD,21.70,26.55,-3.86,0.37,Technology services,america,Technology Services,StrongBuy,Strong buy,1.07,6.43,-5.12,-9.91,-10.46,-13.06,-23.26,56.40,363.32,1270.13,2.80,3.19,Neutral,Neutral,Sell,Sell,Buy,Buy,48.64,-2.71,-40.70,14.33,41.42,30.08,0.00,590.35,3.56,-0.01,2030854.00,3.55,31252864.00,219.92,577.40,0.22,1366440.00,-23.34,21.70,0.00,6.41,5.62,11.35,36.08,16.25,1489076152594.64,6.52,17.13,13.58,564.44,588.79,592.52,607.36,623.24,746.45,1000.00,580.00,750.00,31.69,7.19,6.75,254048261490.00,60223636026.00,63245977598.00
