ticker-view,name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
[object Object],INTC,Intel Corporation,NASDAQ,112.78,USD,4.50,-9.33,13.72,151.36,174.05,198.61,471.06,99.44,255.34,279555.34,7.92,7.48,116.82,106.89,86.37,66.48,50.46,56.39,3,SIDEWAYS,NEUTRAL
[object Object],MDLZ,"Mondelez International, Inc. Class A",NASDAQ,61.66,USD,0.96,0.35,0.50,5.41,10.67,14.30,-8.24,-3.46,36.95,199.15,1.82,1.79,61.59,60.79,59.54,58.98,58.92,56.06,3,SIDEWAYS,NEUTRAL
[object Object],BKR,Baker Hughes Company Class A,NASDAQ,63.81,USD,-1.13,-2.22,-7.75,5.46,26.33,39.57,71.16,145.05,98.69,389.43,2.94,2.68,64.85,65.82,64.08,61.12,54.14,46.97,3,SIDEWAYS,NEUTRAL
[object Object],NVDA,NVIDIA Corporation,NASDAQ,216.01,USD,-3.06,0.88,8.28,19.23,17.47,13.79,55.65,1162.29,18409.85,493634.89,3.91,3.36,217.44,214.05,202.07,193.24,188.25,52.20,2,SIDEWAYS,NEUTRAL
[object Object],AAPL,Apple Inc.,NASDAQ,309.83,USD,-1.70,0.49,10.79,18.81,10.44,13.80,53.88,149.73,1167.35,241302.28,2.19,1.84,309.12,292.66,278.94,269.96,264.41,65.15,2,SIDEWAYS,NEUTRAL
[object Object],GOOGL,Alphabet Inc. Class A,NASDAQ,359.52,USD,-0.64,-7.02,-6.77,18.64,12.53,13.45,114.65,203.48,869.71,14265.28,2.44,2.24,380.55,379.27,351.33,334.42,302.37,39.10,2,SIDEWAYS,NEUTRAL
[object Object],GOOG,Alphabet Inc. Class C,NASDAQ,355.99,USD,-0.67,-7.00,-6.89,17.41,11.25,12.09,110.81,193.90,876.29,1156.87,2.60,2.24,376.69,376.09,348.72,333.11,302.04,38.57,2,SIDEWAYS,NEUTRAL
[object Object],AMZN,"Amazon.com, Inc.",NASDAQ,248.94,USD,-2.95,-6.47,-7.39,15.26,8.08,7.61,20.20,55.01,585.09,204160.14,2.88,2.24,264.83,265.49,249.52,234.83,231.92,38.64,2,SIDEWAYS,NEUTRAL
[object Object],AVGO,Broadcom Inc.,NASDAQ,488.68,USD,1.48,14.96,16.85,48.00,26.55,38.52,95.41,938.63,2847.91,29516.67,4.76,3.79,439.39,426.49,395.25,362.74,354.82,76.14,2,SIDEWAYS,OVERBOUGHT
[object Object],MU,"Micron Technology, Inc.",NASDAQ,1072.85,USD,0.82,12.26,91.38,169.15,368.61,263.52,990.79,1193.06,8140.02,75853.99,5.19,6.75,913.64,724.40,595.58,498.86,352.75,82.12,2,SIDEWAYS,OVERBOUGHT
[object Object],WMT,Walmart Inc.,NASDAQ,116.38,USD,2.93,-1.65,-10.76,-7.18,1.43,4.44,16.88,146.80,394.72,661949.15,2.86,2.24,118.83,126.65,126.09,124.90,115.28,35.09,2,SIDEWAYS,NEUTRAL
[object Object],AMD,"Advanced Micro Devices, Inc.",NASDAQ,545.17,USD,4.53,7.32,51.31,175.66,151.04,149.05,376.13,573.71,13005.05,118844.45,5.55,5.43,497.51,422.83,347.50,280.95,242.75,78.07,2,SIDEWAYS,OVERBOUGHT
[object Object],ASML,ASML Holding NV Sponsored ADR,NASDAQ,1735.17,USD,1.75,5.97,23.78,25.64,54.66,53.05,136.83,157.14,1620.55,63241.01,3.58,3.36,1629.26,1528.59,1475.99,1433.34,1209.33,68.63,2,SIDEWAYS,NEUTRAL
[object Object],CSCO,"Cisco Systems, Inc.",NASDAQ,128.95,USD,0.74,9.34,40.39,61.21,65.38,68.24,102.13,141.32,342.67,166808.28,3.75,3.09,120.83,105.30,96.02,87.21,79.71,81.69,2,SIDEWAYS,OVERBOUGHT
[object Object],LRCX,Lam Research Corporation,NASDAQ,343.77,USD,2.80,3.65,33.93,57.40,116.20,93.29,318.88,433.80,4027.94,154599.53,4.31,4.32,317.28,288.89,269.70,248.24,196.28,73.49,2,SIDEWAYS,OVERBOUGHT
